cell_type,rank,RES
Fibroblast,176,0.5052209435539807
Fibroblast,177,0.5052033564980539
Fibroblast,178,0.5051857694421271
Fibroblast,179,0.5051681823862003
Fibroblast,180,0.5051505953302735
Fibroblast,181,0.5249757177239273
Fibroblast,182,0.5249581306680005
Fibroblast,183,0.5249405436120737
Fibroblast,184,0.5249229565561468
Fibroblast,185,0.52490536950022
Fibroblast,186,0.5248877824442932
Fibroblast,187,0.5248701953883664
Fibroblast,188,0.5248526083324396
Fibroblast,189,0.5248350212765128
Fibroblast,190,0.524817434220586
Fibroblast,191,0.5247998471646592
Fibroblast,192,0.5247822601087324
Fibroblast,193,0.5247646730528056
Fibroblast,194,0.5247470859968788
Fibroblast,195,0.5439030072646023
Fibroblast,196,0.5438854202086755
Fibroblast,197,0.5438678331527487
Fibroblast,198,0.5438502460968219
Fibroblast,199,0.5438326590408951
Fibroblast,200,0.5438150719849683
Fibroblast,201,0.5437974849290415
Fibroblast,202,0.5437798978731146
Fibroblast,203,0.5624004150696743
Fibroblast,204,0.5810086373927554
Fibroblast,205,0.5996137005216474
Fibroblast,206,0.5995961134657206
Fibroblast,207,0.5995785264097938
Fibroblast,208,0.599560939353867
Fibroblast,209,0.5995433522979402
Fibroblast,210,0.5995257652420134
Fibroblast,211,0.5995081781860866
Fibroblast,212,0.5994905911301598
Fibroblast,213,0.599473004074233
Fibroblast,214,0.5994554170183062
Fibroblast,215,0.5994378299623794
Fibroblast,216,0.5994202429064526
Fibroblast,217,0.5994026558505258
Fibroblast,218,0.599385068794599
Fibroblast,219,0.5993674817386722
Fibroblast,220,0.5993498946827454
Fibroblast,221,0.5993323076268186
Fibroblast,222,0.5993147205708917
Fibroblast,223,0.5992971335149649
Fibroblast,224,0.5992795464590381
Fibroblast,225,0.5992619594031113
Fibroblast,226,0.5992443723471845
Fibroblast,227,0.5992267852912577
