cell,phase,gene,coefC_base,coefC_perm1,coefC_perm2,coefC_perm3,coefC_perm4,coefC_perm5,coefC_perm6,range_across_labellings,sign_flips
MoMac,post,RPL19,0.2962406285474288,0.2928022251498196,-0.048439430671226386,0.19808336105989782,0.11125300516409042,0.19702685406378648,-0.14659669815875656,0.44283732670618536,1
MoMac,post,RPL21,-0.1780739204418125,0.08601077842837401,0.2531553197217668,-0.010903182763902492,-0.43836240560443235,0.3814894384310719,0.42032605739967704,0.8586884630041094,1
MoMac,post,RPL23,0.1429832842882157,0.4305041303688484,-0.004443046661812624,-0.04215722266038591,-0.18745641189226644,0.08552783094860944,-0.18958355361041415,0.6200876839792625,1
MoMac,post,RPL23A,-0.08038005098643371,0.2938754038854769,0.09400401735291343,-0.02442611561719173,-0.31749369938718613,0.41127343766274793,0.1499579527221556,0.728767137049934,1
MoMac,post,RPL24,0.15362748467448875,0.42296691575290296,-0.06665440610243258,0.06132319019424241,0.09312823346651113,0.11561880787524141,-0.15895870058267894,0.5819256163355819,1
MoMac,post,RPL27,0.18319325636459535,0.5219418557104968,-0.1390663869753941,0.11111627091789104,0.07725121707437714,0.08045222262522692,-0.21114337242209905,0.7330852281325958,1
MoMac,post,RPL27A,0.026522572039850836,0.22528484038302615,-0.04014846241393464,0.11461016421848741,-0.24158159894001832,0.19252383150520666,0.04793912976470184,0.4668664393230445,1
MoMac,post,RPL28,0.13343508941609905,0.44418200879167397,0.04273156083559294,-0.02668613736725208,-0.07566196482292648,0.24695275918903198,-0.11738966594775802,0.5615716747394319,1
MoMac,post,RPL29,-0.4059239851031898,0.20112562706476791,0.10105867399866719,-0.2875476773982272,-0.5000664733216509,0.4410386248722752,0.21943498170363004,0.9411050981939261,1
MoMac,post,RPL3,-0.019979414143293895,0.17206733343489372,-0.10301409464253297,0.337948023928228,0.14872199692667323,0.34651677585422364,0.2549133434289886,0.4495308704967566,1
MoMac,post,RPL30,0.2910844412922346,0.4307368756783963,0.04166183363458998,0.3302122782631123,0.08320882555316757,0.31832124379361193,0.08078967060546759,0.38907504204380633,0
MoMac,post,RPL31,-0.1431881355521697,0.20353315274260375,0.08490803717692691,0.01579802381590784,-0.5868458625350782,0.27661618895673573,0.24389419654500447,0.8634620514918139,1
MoMac,post,RPL32,-0.0766852689232842,0.3831489649069101,-0.03985395427259799,-0.07896265557947188,-0.10534412101001878,0.2549500084882084,-0.04213134092878638,0.48849308591692886,1
MoMac,post,RPL34,-0.6316699366471091,0.26626898851514547,0.003294036252377061,-0.3359508985674368,-0.5510205786328745,0.2567019891585372,0.2990130743320489,0.930683010979158,1
MoMac,post,RPL35,0.005189465331041621,0.2865114140590107,-0.32948707149925943,-0.11707396240508175,-0.017465686472322828,-0.1654913160134437,-0.4517504992353826,0.7382619132943933,1
MoMac,post,RPL35A,0.1413823341688039,0.48083436872684393,0.031231133841426114,0.0067333411236300805,-0.025765856819794018,0.16726990121864457,-0.10341785920374758,0.5842522279305915,1
MoMac,post,RPL36,-0.23884662386962277,0.23823486902345425,-0.1030303100328884,-0.034953315593813636,-0.3736664189325214,0.09013567304475598,0.1008629982429206,0.6119012879559756,1
MoMac,post,RPL37,-0.10448930477870166,0.44923632293090754,-0.05903073526186746,0.15369348319322532,-0.02403418422142632,0.23467730747178975,0.19915205271005978,0.5537256277096092,1
MoMac,post,RPL37A,-0.02753102469064902,0.44108242213154597,-0.08769114021413886,0.10131680535617303,-0.0497637207454976,0.10653851799418955,0.04115668983268342,0.5287735623456848,1
MoMac,post,RPL38,0.16168638491147044,0.562301395168332,-0.20378101826518155,0.10594011964366945,0.055639075988924036,-0.04995372934107279,-0.2595272835329828,0.8218286787013148,1
MoMac,post,RPL39,-0.2800652583151097,0.4826098122592309,0.0008562211222694269,-0.25405687006284206,-0.3043322549798488,0.2714157941229312,0.026864609374536923,0.7869420672390797,1
MoMac,post,RPL4,-0.11558606258160276,0.2152152184093152,-0.024575347825562952,0.07292723851538103,0.01895581185469984,0.3246384761432081,0.16393795327142102,0.4402245387248109,1
MoMac,post,RPL41,-0.28945700802470853,0.08306124384484546,-0.002943664166569925,-0.2146496455457551,-0.4395873516201615,0.10826289497586931,0.07186369831238326,0.5478502465960308,1
MoMac,post,RPL5,-0.7154964544289668,0.11345333498545218,-0.07754741356900204,-0.04259976223739408,-0.6210814875580298,0.5749964941090208,0.5953492786225694,1.3108457330515362,1
