nhood,x,y,Nhood_size,logFC,SpatialFDR,graph_color
200,0.8628363013267517,-1.1520867347717285,42.0,0.8357759052506046,0.9647636786647844,0.8357759052506046
201,-1.5533528327941895,7.446045875549316,42.0,-1.10983084375074,0.9647636786647844,-1.10983084375074
202,0.04392915591597557,7.105138301849365,53.0,-2.082092318576415,0.9647636786647844,-2.082092318576415
203,0.7257484197616577,3.7081727981567383,91.0,-1.2977253833875886,0.9647636786647844,-1.2977253833875886
204,-1.77047860622406,-1.292052149772644,47.0,-0.2575838724662242,0.9954581155312646,-0.2575838724662242
205,2.3651177883148193,2.9191787242889404,48.0,0.27845950315559587,0.9954581155312646,0.27845950315559587
206,-0.019146831706166267,8.376477241516113,75.0,-0.5950440736253041,0.9647636786647844,-0.5950440736253041
207,0.4184649884700775,7.408381462097168,224.0,-0.8141445605516672,0.9647636786647844,-0.8141445605516672
208,-5.254003047943115,3.773061990737915,36.0,0.3464109839894598,0.9954581155312646,0.3464109839894598
209,-1.5775359869003296,-2.0177254676818848,28.0,-0.0924320601368756,0.9954581155312646,-0.0924320601368756
210,-4.691931247711182,2.4903862476348877,29.0,0.9754276156148954,0.9647636786647844,0.9754276156148954
211,-4.826592922210693,3.063762903213501,21.0,2.493662147551928,0.9647636786647844,2.493662147551928
212,-2.463320732116699,6.388413906097412,62.0,-2.045550244103697,0.9647636786647844,-2.045550244103697
213,0.5645787119865417,-2.969118595123291,34.0,0.9967837563134694,0.9647636786647844,0.9967837563134694
214,-0.6424104571342468,-4.807188034057617,31.0,0.1758120934952982,0.9954581155312646,0.1758120934952982
215,1.0755119323730469,-2.4484167098999023,40.0,-0.399663933450789,0.9954581155312646,-0.399663933450789
216,-3.4545512199401855,2.8467087745666504,104.0,1.6612976702706619,0.9647636786647844,1.6612976702706619
217,-0.3073347210884094,5.4286417961120605,64.0,0.1719269683582768,0.9954581155312646,0.1719269683582768
218,-2.8935556411743164,1.305891752243042,50.0,1.404875233042886,0.9647636786647844,1.404875233042886
219,1.0619252920150757,5.157898426055908,73.0,-1.6571321609894756,0.9647636786647844,-1.6571321609894756
220,6.394667625427246,3.22316575050354,24.0,-1.6949298801467996,0.9647636786647844,-1.6949298801467996
221,-0.28331422805786133,-4.855090141296387,60.0,-0.560761749236072,0.9647636786647844,-0.560761749236072
222,-0.9225345849990845,8.14226245880127,48.0,-1.9255921991234966,0.9647636786647844,-1.9255921991234966
223,0.11071440577507019,-5.674568176269531,18.0,1.108578927661409,0.9647636786647844,1.108578927661409
224,0.9682827591896057,-4.668175220489502,52.0,-0.2482452981288837,0.9954581155312646,-0.2482452981288837
225,2.887150764465332,2.4406850337982178,36.0,-3.452960694404185,0.9647636786647844,-3.452960694404185
226,1.9520553350448608,3.1493756771087646,33.0,-0.023793637122089997,0.9965634755887899,-0.023793637122089997
227,-0.058953676372766495,2.803927421569824,124.0,-1.1830738033960104,0.9647636786647844,-1.1830738033960104
228,0.6601795554161072,7.29097318649292,55.0,-0.030542400473318174,0.9963060860043802,-0.030542400473318174
229,1.1288738250732422,8.043535232543945,25.0,-0.9807774178365366,0.9647636786647844,-0.9807774178365366
230,-0.04422525316476822,-3.2647392749786377,53.0,0.8446031818478388,0.9647636786647844,0.8446031818478388
231,-0.6455078721046448,7.065093994140625,106.0,-0.6638315518568654,0.9647636786647844,-0.6638315518568654
232,-3.3427064418792725,2.8647243976593018,186.0,0.4834353580971812,0.9647636786647844,0.4834353580971812
233,-2.6010022163391113,0.35032981634140015,108.0,0.5535699797192116,0.9647636786647844,0.5535699797192116
234,-3.2257041931152344,-0.4541734457015991,22.0,1.3983447864627727,0.9647636786647844,1.3983447864627727
235,-0.09271903336048126,7.587662696838379,28.0,-0.9569229359534589,0.9647636786647844,-0.9569229359534589
236,1.7816318273544312,2.3377299308776855,113.0,-1.132537977004897,0.9647636786647844,-1.132537977004897
237,0.1096360832452774,7.741171836853027,77.0,-0.2656320188760746,0.9954581155312646,-0.2656320188760746
238,0.5859793424606323,-3.772382974624634,26.0,-1.2920134538262271,0.9647636786647844,-1.2920134538262271
239,3.60196590423584,11.459166526794434,18.0,1.6835408046525715,0.9647636786647844,1.6835408046525715
240,-1.1445852518081665,11.018712043762207,61.0,-1.995769136621294,0.9647636786647844,-1.995769136621294
241,1.7828923463821411,2.072498321533203,57.0,-2.131240109806711,0.9647636786647844,-2.131240109806711
242,-1.1508255004882812,-2.266681432723999,23.0,1.0262415616143525,0.9647636786647844,1.0262415616143525
243,-1.835737943649292,-0.11945366114377975,42.0,-0.7238059089950969,0.9647636786647844,-0.7238059089950969
244,-4.246010780334473,3.0803799629211426,49.0,0.7449389926271309,0.9647636786647844,0.7449389926271309
245,1.5372326374053955,-5.662640571594238,41.0,-0.2414558975601214,0.9954581155312646,-0.2414558975601214
246,1.244903802871704,-3.172778844833374,33.0,0.6009045105571283,0.9647636786647844,0.6009045105571283
247,-1.2638822793960571,6.859530448913574,44.0,-0.8608068274783819,0.9647636786647844,-0.8608068274783819
248,0.18909741938114166,12.26475715637207,37.0,0.9204505408437218,0.9647636786647844,0.9204505408437218
249,2.16139817237854,3.5939853191375732,48.0,-0.096773542492709,0.9954581155312646,-0.096773542492709
250,-0.9270163178443909,7.209445953369141,121.0,-0.5782749084766096,0.9647636786647844,-0.5782749084766096
251,-2.7112081050872803,0.27058103680610657,46.0,-1.3914880710637167,0.9647636786647844,-1.3914880710637167
252,-0.45790743827819824,-2.220470428466797,41.0,0.3869530118427958,0.9954581155312646,0.3869530118427958
253,-3.4577064514160156,9.398917198181152,33.0,-2.066868406019115,0.9647636786647844,-2.066868406019115
254,3.0982296466827393,9.294194221496582,40.0,-0.002161314717272414,0.9980331738901438,-0.002161314717272414
255,0.2699810564517975,4.022284030914307,219.0,-0.6640765289887196,0.9647636786647844,-0.6640765289887196
256,-1.4384839534759521,3.2775187492370605,33.0,-0.5713023327954599,0.9665621202069604,-0.5713023327954599
257,-4.845366477966309,2.5720622539520264,40.0,1.7275022224457388,0.9647636786647844,1.7275022224457388
258,-0.47003820538520813,10.545367240905762,29.0,-3.111702249833851,0.9647636786647844,-3.111702249833851
259,1.040173053741455,2.169320821762085,61.0,-0.7915833884647195,0.9647636786647844,-0.7915833884647195
260,0.6697258949279785,-3.243478775024414,62.0,-0.41844604751256553,0.9954581155312646,-0.41844604751256553
261,-2.2505569458007812,6.2546706199646,31.0,-0.7405862458571913,0.9647636786647844,-0.7405862458571913
262,2.1038665771484375,-1.1733207702636719,32.0,-1.7906117749254564,0.9647636786647844,-1.7906117749254564
263,0.3798736035823822,8.357953071594238,76.0,-1.5101395691947859,0.9647636786647844,-1.5101395691947859
264,2.2692549228668213,3.7957355976104736,27.0,-0.0976543895819369,0.9954581155312646,-0.0976543895819369
