x,y
2.1327991485595703,-0.0871666744351387
1.4989526271820068,2.8957858085632324
2.453596353530884,2.604334592819214
2.9471611976623535,2.4655113220214844
3.0883724689483643,2.9421966075897217
2.13230037689209,2.606489658355713
1.555572748184204,1.8355120420455933
3.134648323059082,2.0073318481445312
4.004654407501221,1.4119172096252441
3.5739762783050537,0.9044767022132874
1.7483536005020142,3.530118703842163
2.1779165267944336,-0.11458507925271988
2.466834783554077,2.454967975616455
2.0888025760650635,-1.2095448970794678
3.007641553878784,0.30224448442459106
4.052513599395752,0.9025455117225647
2.642313241958618,-1.1049468517303467
3.2456185817718506,0.9888256788253784
1.0317727327346802,2.503028392791748
2.1285560131073,1.9083263874053955
1.3784202337265015,0.27476605772972107
4.019941806793213,0.6708335876464844
4.081704616546631,0.5599184036254883
1.774107813835144,3.726862907409668
3.2799339294433594,0.437626451253891
1.6087018251419067,0.1335313618183136
2.4446427822113037,0.6625614762306213
2.8862197399139404,0.5055660605430603
3.8898837566375732,0.4892224967479706
1.7418544292449951,3.6533567905426025
1.0316047668457031,3.185753583908081
1.4951419830322266,1.1075588464736938
2.1452081203460693,2.7623467445373535
1.0818976163864136,4.137544631958008
2.6654272079467773,0.9781511425971985
3.1795542240142822,-0.7611352801322937
3.434321880340576,-0.6374034285545349
4.17531156539917,0.5134286880493164
2.377014398574829,-2.741851329803467
0.17812369763851166,2.775479793548584
1.7840073108673096,1.5628283023834229
0.9735449552536011,2.6465446949005127
1.9873402118682861,0.05749757960438728
1.6195473670959473,1.352616310119629
4.139002323150635,0.7916163802146912
0.8169300556182861,3.718136787414551
2.21199369430542,0.9269643425941467
1.8259676694869995,2.54243803024292
1.983891248703003,2.6089224815368652
1.5999075174331665,3.969801902770996
3.5816218852996826,-0.5732279419898987
1.7289512157440186,0.33113086223602295
0.36389291286468506,4.403392791748047
3.739156723022461,2.0036704540252686
1.486573338508606,2.334843158721924
3.4288485050201416,-1.296958327293396
2.675595760345459,-0.26415055990219116
1.8657732009887695,2.376430034637451
4.089834690093994,2.0599350929260254
2.5047223567962646,1.7011582851409912
3.3667263984680176,0.07484350353479385
3.718862295150757,1.227986454963684
0.5103511810302734,1.2851797342300415
0.15454909205436707,-0.307451456785202
1.2412713766098022,4.218558311462402
4.718087673187256,0.3377508521080017
2.859212636947632,-1.9119292497634888
2.980401039123535,1.341052770614624
1.6984314918518066,1.1421983242034912
1.8516136407852173,0.5021118521690369
1.893231987953186,1.399761438369751
1.9764392375946045,-0.9652594327926636
1.5555247068405151,1.6287552118301392
1.8960744142532349,2.8847527503967285
4.413209438323975,-1.1259005069732666
3.0706403255462646,1.0240691900253296
2.23175048828125,2.282783269882202
2.5090086460113525,2.5709149837493896
2.6126925945281982,1.4323959350585938
2.261556386947632,-0.8349288105964661
2.825167655944824,1.4682526588439941
1.6018357276916504,-0.6732463836669922
1.9456613063812256,-1.010031819343567
3.001131772994995,0.8461084365844727
2.5305635929107666,-0.24091532826423645
4.883922100067139,-0.21956299245357513
3.0974466800689697,-0.3960970342159271
1.6553553342819214,-1.286321997642517
2.2592740058898926,2.772761106491089
1.2362080812454224,0.3455817699432373
1.7024767398834229,0.2901611924171448
3.7894480228424072,2.3766109943389893
4.213724136352539,1.0713123083114624
2.269362688064575,2.131791830062866
2.5791895389556885,1.98488450050354
0.7356787919998169,1.9126977920532227
2.4019837379455566,3.041067361831665
0.8932368755340576,4.136909484863281
1.7656420469284058,0.9717494249343872
2.8014490604400635,0.2196505218744278
2.7838146686553955,-2.468080520629883
2.9148311614990234,0.6923065781593323
2.6141552925109863,2.717656373977661
1.7143335342407227,1.9141910076141357
2.058234453201294,1.5285457372665405
0.7554152011871338,3.985931634902954
1.5891027450561523,4.134313106536865
1.9013288021087646,3.9839930534362793
3.3879430294036865,0.04111450910568237
2.467451810836792,-1.6213698387145996
3.5643887519836426,0.6081390380859375
3.107828378677368,-1.0157368183135986
2.7361178398132324,-2.92197322845459
1.6007715463638306,-0.4074709117412567
2.4693942070007324,0.884679913520813
3.4964120388031006,2.8423409461975098
0.5501694083213806,2.579896926879883
1.5289026498794556,3.155475616455078
1.6411216259002686,0.23546817898750305
1.943474292755127,-1.734419584274292
1.2526891231536865,-0.9465746879577637
4.563518524169922,-0.7701500058174133
2.2253875732421875,0.6407546401023865
2.6762242317199707,-1.511231541633606
0.6383806467056274,5.544215202331543
2.0244054794311523,-0.809445321559906
1.7138844728469849,3.9862678050994873
1.5432205200195312,2.368673324584961
5.015692234039307,0.5010624527931213
2.3269591331481934,2.6742115020751953
2.5784685611724854,-0.44909796118736267
2.9655044078826904,3.5943334102630615
-0.2825935184955597,5.041587829589844
3.282687187194824,2.076110363006592
1.3033080101013184,3.014011859893799
1.3998525142669678,3.598353624343872
2.5755674839019775,1.628829836845398
1.1712766885757446,2.8167402744293213
1.5331566333770752,-1.3575265407562256
2.9644010066986084,-0.3905714452266693
1.979272484779358,1.3124959468841553
2.7137093544006348,-1.5233346223831177
2.3774755001068115,-1.0704289674758911
1.9709879159927368,2.9593393802642822
1.0620478391647339,2.5095767974853516
2.7340219020843506,1.8257986307144165
2.202103614807129,2.985675573348999
3.1016368865966797,1.007484793663025
3.2450923919677734,1.8466159105300903
2.17956280708313,3.0940146446228027
1.5940946340560913,4.285978317260742
1.9642467498779297,3.048089027404785
2.6214828491210938,-1.4183598756790161
1.4805670976638794,0.13014237582683563
0.8763090372085571,4.208257675170898
0.4249156415462494,1.7641429901123047
3.3337175846099854,2.09088134765625
1.9886122941970825,1.402727484703064
3.5409607887268066,0.6458068490028381
1.3466116189956665,1.1823338270187378
3.2589964866638184,2.561405897140503
1.9446395635604858,0.08962379395961761
0.720323383808136,5.445672512054443
1.8961046934127808,-1.0057696104049683
1.402582049369812,2.2979326248168945
2.7759671211242676,0.025238636881113052
2.579700231552124,3.0220868587493896
2.524136781692505,-2.0621683597564697
1.536224126815796,-0.9455255270004272
1.708528995513916,1.9501986503601074
1.8681122064590454,3.832784414291382
2.44944167137146,3.5280399322509766
2.7007968425750732,-0.26431483030319214
2.686535358428955,0.5444183349609375
1.5243898630142212,-0.27432194352149963
