,C0_CD4_Treg_FOXP3,C0_CD8_Cytotoxic_CCL,C0_Mac_Classic_TREM2,C0_Mast,C0_NK_FGFBP2,C0_Neu_S100A12,C1_B_Memory_NR4A1,C1_CD4_Tem_IL7R,C1_CD8_Cytotoxic_DUSP1,C1_DC_Conventional_S100A4_high,C1_Mast,C1_Mono_Classic_CD14,C1_NK_CD69,C1_Neu_MMP9,C2_B_Memory_IGHA1,C2_CD4_Tcm_CCR7,C2_CD8_MAIT_KLRB1,C2_DC_Activated_IL1B_high,C2_Mast,C2_MoMac_Intermediate_HLA-DRA,C2_NKT_CD3D,C2_Neu_TAGLN2,C3_B_Naive_NR4A1,C3_CD4_GZMB,C3_CD8_Tcm_CCR7,C3_DC_CCR7+,C3_Mac_Inflam_IL1B,C3_Mast,C3_Neu_CXCL8,C3_Prolif_MKI67,C4_B_Naive_TCL1A,C4_CD4_Tfh_PDCD1,C4_CD8_Temra_KLRG1,C4_DC_C1Q+_STMN1-,C4_Mast,C4_Mono_Alternative_CD16,C4_Neu_IFIT3,C5_B_Aged,C5_CD4_Prolif_MKI67,C5_CD8_Prolif_MKI67,C5_DC_WDFY4+,C5_Mac_Prolif_MKI67,C5_Neu_G0S2,C6_B_Germinal_Center,C6_CD4_GZMK,C6_CD8_Tex_PDCD1,C6_DC_C1Q+_STMN1+,C6_Mac_Metallothionein_MT1G,C6_Neu_CD74,C7_CD4_ISG,C7_CD8_ISG_ISG15,C7_DC_LTB+,C7_Neu_IGKC,C8_CD4_Temra_KLRG1,C9_CD4_Th17_IL17A,C0_Plasma
C3_CD4_GZMB,0.8075513196480938,0.5692815249266863,-0.11803519061583578,0.2630373029102527,0.36363636363636365,-0.2023128567183555,-0.012107875209184972,0.6132697947214076,0.4274193548387097,0.44501466275659823,0.21077712609970675,-0.045087976539589444,0.25733137829912023,-0.3037049811893846,0.050586510263929615,0.625366568914956,0.7030791788856305,0.21664222873900293,0.14191420096083845,0.020894428152492667,0.28848973607038125,-0.22684871657368066,-0.07391782315280064,1.0,0.48813124574913097,0.22727272727272727,-0.19794721407624633,-0.28430223139217825,-0.16825513196480937,0.4406532765524591,-0.03393874111665485,0.5696480938416423,0.4868035190615836,0.027136048762537585,0.23055539494906763,0.15359237536656892,-0.28775265254041016,0.04879840614610913,0.43841642228739003,0.43585043988269795,0.30306378553899355,-0.020527859237536656,-0.26615342426877137,0.0846161927026799,0.7631964809384164,0.4868035190615836,0.14521453121574165,-0.19228301794624048,-0.39028090585129754,0.5544863005599403,0.5711143695014663,-0.04164375261340892,-0.3820926281381088,0.7242391392704287,0.7111436950146628,-0.3086510263929619
C3_CD8_Tcm_CCR7,0.5827146940429918,0.42709192737344165,-0.15214004279826462,0.4770852428964253,0.22546054535164517,-0.03322553343221764,0.24383092430917644,0.218495097609074,0.11181376639390532,0.4087618017350965,0.22930987173569764,-0.04344239776287797,-0.05847310078632098,-0.20261408017714908,0.3935477974552701,0.6589680166985076,0.4291082411936596,-0.10796444000985285,0.3014577908109636,-0.1699202646674594,0.3422234456679037,-0.11158124512172453,-0.01553887695921859,0.48813124574913097,1.0,0.44028961783305015,-0.26230409788471887,0.10898633244447511,-0.12666116816096487,0.4127145705293397,0.2591506249711902,0.5773989576078717,0.3572541486913467,0.24021271652211817,0.40295286859572943,0.14334158249185897,-0.06137290031143305,0.26346215749283475,0.33324168410511457,0.048208230428847705,0.08852401879546849,0.13509302595460365,-0.22658111824014665,0.23755422226001643,0.63678856467611,0.1820181475887672,0.13477583713263883,0.3085242896425298,-0.06586360033422083,0.3973418881759853,0.35432132858921145,0.10072473848437763,0.07999303523384718,0.45530395047665606,0.212812758661187,-0.11492988775242399
C3_DC_CCR7+,0.5135630498533724,0.14809384164222875,0.054252199413489736,0.18348455763983482,0.39296187683284456,0.0344322709226272,-0.18492027592209775,-0.0010997067448680353,-0.15579178885630499,0.3530058651026393,-0.039222873900293255,0.4186217008797654,0.09494134897360704,-0.033703156623000524,-0.04912023460410557,0.48607038123167157,0.2060117302052786,0.34824046920821117,0.19911992537916093,0.2873900293255132,0.09494134897360704,-0.0974856412726765,-0.2737901459565178,0.22727272727272727,0.44028961783305015,1.0,0.3585043988269795,-0.23500340899953195,-0.0813782991202346,0.3670887620239262,-0.21574032190911405,0.25806451612903225,0.46444281524926684,0.1411807942375266,0.2316673984616837,0.4043255131964809,-0.15042466361670337,-0.17189513743948967,0.5674486803519062,0.39919354838709675,0.1950101719297519,0.37316715542521994,-0.09311703824279328,-0.06109061446247292,0.19794721407624633,0.20637829912023462,0.3377337960850961,0.354138027332828,-0.019832107392251937,0.37760058814990977,0.20711143695014664,0.10658599237176468,-0.22506322273390048,0.4470113978585583,0.3724340175953079,-0.43878299120234604
C3_Mac_Inflam_IL1B,-0.09530791788856305,-0.28115835777126097,0.2602639296187683,-0.2989643491614092,0.12939882697947214,0.040760363957055984,-0.458631636711552,-0.17851906158357772,-0.23313782991202345,-0.030791788856304986,-0.3680351906158358,0.8343108504398827,0.24193548387096775,0.11749033370252697,-0.37609970674486803,-0.08504398826979472,-0.1660557184750733,0.41715542521994137,0.12834617657956965,0.7052785923753666,-0.41348973607038125,-0.03224810186586637,-0.28298390505512483,-0.19794721407624633,-0.26230409788471887,0.3585043988269795,1.0,-0.2683635143780144,0.03555718475073314,-0.09117596937825653,-0.41808860002625076,-0.19978005865102638,0.024926686217008796,-0.36083610786941867,-0.06041885751880711,0.5142961876832844,-0.22601118613056925,-0.3538801708866335,0.24266862170087977,0.29105571847507333,0.061640091974032585,0.20857771260997068,0.03006140604688602,-0.2834452733134613,-0.2434017595307918,0.01906158357771261,-0.08434177318086006,0.28466685116349993,-0.02507077726945056,-0.01649711307451062,-0.15579178885630499,-0.20069720422497514,-0.36131473257525687,0.0110011008496774,0.023826979472140762,-0.5106304985337243
C3_Mast,-0.09822697694775388,-0.39179590427839944,-0.23982209088753498,0.06561422055330644,-0.480756185287686,0.017502744669444337,0.5802565017830579,0.09526163424744434,0.05004015806772368,-0.32692903270912804,0.16642985905487356,-0.38289987617747084,-0.26465683600262746,0.0137081647223062,0.4922468882513855,-0.17384321580564746,-0.2805955530167913,-0.20979799604690075,0.05376654920241753,-0.594551211412065,-0.01705072052677992,-0.056596701649175414,0.5258135712176909,-0.28430223139217825,0.10898633244447511,-0.23500340899953195,-0.2683635143780144,1.0,-0.12676840043823331,-0.28771669893399066,0.5047563751124362,0.17977390120626655,-0.46481746827352216,0.07378995373297302,0.34557721139430286,-0.5630444452212761,0.1135124561693941,0.5142170789458556,-0.23945142304999628,-0.2791128816666365,-0.07828268662162736,-0.01408537782647037,-0.08563211834923044,0.39596571607848213,-0.07821091372066441,-0.2620621611398566,-0.17501938774855913,-0.008526141653819482,0.3919963486383076,-0.2411415280786771,-0.3339717216223632,0.16584057307994043,0.3852495472288033,-0.2717991763129107,-0.20275530713366557,0.46444680043598346
C3_Neu_CXCL8,-0.18878299120234604,-0.06964809384164222,0.06488269794721407,0.04600861535224629,-0.039222873900293255,0.817999084891603,-0.2727940975160311,-0.437316715542522,-0.5571847507331378,0.0747800586510264,-0.3086510263929619,0.1059384164222874,-0.41312316715542524,0.8971817950200978,-0.12609970674486803,-0.1059384164222874,-0.0469208211143695,-0.27052785923753664,-0.0018335168082795664,0.12866568914956011,-0.3914956011730205,0.924074918983964,-0.07391782315280064,-0.16825513196480937,-0.12666116816096487,-0.0813782991202346,0.03555718475073314,-0.12676840043823331,1.0,-0.3813980690893266,0.06677676630520196,-0.19244868035190615,-0.27675953079178883,0.06747341854468805,-0.022981405927399022,0.07038123167155426,0.7607297043103431,-0.06842784019736356,-0.03152492668621701,-0.05865102639296188,-0.18070086486435147,0.05168621700879766,0.8862615746139872,0.15215736894069343,-0.30168621700879766,0.053885630498533725,0.05097176727017195,0.09879937719068028,0.7057236705997576,0.01649711307451062,-0.04582111436950147,-0.16015416753967396,0.553280422554172,-0.05353869080176334,-0.17961876832844575,-0.4538123167155425
C3_Prolif_MKI67,0.37405996290194177,0.4736747543956909,-0.004402863712430899,0.13686822387858963,0.5087142114404535,-0.30924336387273443,-0.15451707675358062,0.07594939903943301,0.14988081887733518,0.34122193771339465,-0.17849943300813603,0.045129353052416714,0.17629800115192057,-0.4330778123365738,0.0414602999587243,0.479912144654968,0.343973727533664,-0.1880389710517363,0.07983117378009726,0.011374064590446488,0.5894333795016866,-0.4394589682621688,-0.26189449997738223,0.4406532765524591,0.4127145705293397,0.3670887620239262,-0.09117596937825653,-0.28771669893399066,-0.3813980690893266,1.0,-0.11292691883951524,0.23243451348541455,0.5598975020974627,0.019269593671057957,-0.02281699159824684,0.3381032425837561,-0.3887663899066031,-0.15020198310686741,0.2658228966380155,0.39552392350004245,-0.05637164891663606,0.004953221676484761,-0.5153657384382819,-0.20508823120056718,0.4026785770327426,0.2249129546433451,0.060194540229590573,0.04687644933107192,-0.5179806524478151,0.23887724864601034,0.26472218070990783,0.06307381564450973,-0.37940654371284155,0.4165902631743006,0.19390945600164416,-0.0238488451090007
C4_B_Naive_TCL1A,0.04201065792277816,-0.0502660273835861,-0.30398104881241667,0.24493174112321336,-0.28838757316422386,0.1587200879635962,0.7769922879177378,0.1286003109339192,-0.009722990698284901,0.08126952602528702,0.11722624634347269,-0.27389481344413885,-0.4019447664140042,0.08593711158636973,0.8723173730253718,0.1357549644666194,-0.07062927205357901,-0.3115026076544861,-0.1473665115986623,-0.596954938343756,-0.05778758622565555,0.09330851035705821,0.7699477446629506,-0.03393874111665485,0.2591506249711902,-0.21574032190911405,-0.41808860002625076,0.5047563751124362,0.06677676630520196,-0.11292691883951524,1.0,0.32342703020898644,-0.26710706522080785,0.17030650406420747,0.15934793319426044,-0.17501383256912822,0.2110499621506463,0.6456114579507896,-0.2957256793516087,-0.328013346576102,-0.07794711715020199,-0.1994130356421828,0.06935145928432558,0.7523699740894881,0.17666490646128982,-0.11153921404824944,-0.1268122783495338,-0.0024768378315830563,0.3112378323818759,-0.17613069024590625,-0.24417548338523026,0.30113845023870733,0.3943141013362906,-0.022756472525820828,-0.2548157373569383,0.15758583037408927
C4_CD4_Tfh_PDCD1,0.7587976539589443,0.06708211143695014,-0.25439882697947214,0.24763999737404277,0.05828445747800586,-0.15410767742667741,0.5301781720385541,0.6616568914956011,0.37280058651026393,0.09750733137829912,0.3885630498533724,-0.15469208211143695,0.20784457478005866,-0.24420667117336134,0.3596041055718475,0.5469208211143695,0.32038123167155425,0.15542521994134897,0.2563256497974834,-0.2437683284457478,0.10483870967741936,-0.20423797848382036,0.3725311186755575,0.5696480938416423,0.5773989576078717,0.25806451612903225,-0.19978005865102638,0.17977390120626655,-0.19244868035190615,0.23243451348541455,0.32342703020898644,1.0,0.19978005865102638,0.2288228976732899,0.3843825475276256,-0.07441348973607038,-0.06099308499881256,0.6290591529135647,0.532258064516129,0.23570381231671556,0.09429466450789509,0.23863636363636365,-0.2445238760155241,0.6162183719692921,0.47324046920821117,0.2719941348973607,0.20058673882578457,0.19246631920262391,-0.08830900650134825,0.37815049191906014,0.2994868035190616,0.10768670829987241,-0.06913706842152498,0.4092409516079992,0.5788123167155426,-0.1436950146627566
C4_CD8_Temra_KLRG1,0.4666422287390029,0.6414956011730205,-0.09457478005865103,0.2516726250144787,0.7390029325513197,-0.310634919837107,-0.229315818355776,0.1125366568914956,0.1814516129032258,0.38013196480938416,-0.06634897360703812,0.16055718475073313,0.46994134897360706,-0.36904015073229623,-0.11033724340175953,0.43621700879765396,0.4281524926686217,0.19794721407624633,0.12834617657956965,0.25109970674486803,0.5271260997067448,-0.2794835495041752,-0.43357767909030825,0.4868035190615836,0.3572541486913467,0.46444281524926684,0.024926686217008796,-0.46481746827352216,-0.27675953079178883,0.5598975020974627,-0.26710706522080785,0.19978005865102638,1.0,0.10377705134862346,0.0,0.46114369501466274,-0.3131976205153749,-0.2744451714081927,0.3870967741935484,0.23936950146627567,0.14988081887733518,0.02346041055718475,-0.38273302332864645,-0.16012570995753772,0.5491202346041055,0.17925219941348974,0.31536489102408544,-0.06543854852889214,-0.47709314953058907,0.4815324005193267,0.5612170087976539,0.06475878710367114,-0.36885361503611463,0.5276861374228592,0.4640762463343108,-0.12939882697947214
C4_DC_C1Q+_STMN1-,0.20535388252731143,0.028236158847505324,0.25485883635085976,0.5125149180758171,-0.07260726560787083,-0.05511183946752155,0.27436230988792043,-0.018701871444451578,-0.11991199926148365,0.09974331437040841,0.5379538315492248,-0.24385773550118234,-0.1796846472113975,-0.0463352928249845,0.20352036571903187,0.13714705725931156,0.2951962061330102,0.10597727151855894,0.34556126192223036,-0.08580858662748371,0.03887055633552681,0.10567907946682066,0.20344053991260877,0.027136048762537585,0.24021271652211817,0.1411807942375266,-0.36083610786941867,0.07378995373297302,0.06747341854468805,0.019269593671057957,0.17030650406420747,0.2288228976732899,0.10377705134862346,1.0,0.26141667026003007,0.013934727742924705,0.10481182534557414,0.13286843636043771,0.1653832161068169,-0.15658233542707498,0.07193981637194971,0.5482215256755903,-0.028605483799580486,0.14424191221974939,-0.1294462866645374,-0.15548222534210723,0.6603081438004402,-0.18116806406400973,-0.01721908559248718,0.09718529752421574,0.17235057997827924,0.25674439567438173,0.06879454062144275,-0.20176082171680118,0.011734507572989225,0.11477815219830086
C4_Mast,0.36325448078792005,0.07413356750773878,0.11713103666222728,0.5981273721059884,0.01705072052677992,0.1089687006839599,0.17381724493949016,0.2961636021934164,0.05004015806772368,0.22277137036075503,0.4774201747498378,0.0018533391876934696,-0.21165133523459423,0.025131635324228033,0.1779205620185731,0.40032126454178946,0.32618769703405065,0.2375980838623028,0.483157335246552,-0.08970161668436392,0.11045901558653079,0.025487256371814093,0.13498608652901117,0.23055539494906763,0.40295286859572943,0.2316673984616837,-0.06041885751880711,0.34557721139430286,-0.022981405927399022,-0.02281699159824684,0.15934793319426044,0.3843825475276256,0.0,0.26141667026003007,1.0,-0.1286217396259268,0.04162123392877783,0.22093526010985354,0.04818681888003021,-0.06301353238157796,0.27955452307770723,0.20164330362104949,-0.01149175614210452,0.2394211306521055,0.340273074860521,0.13492309286408458,0.1902223430402772,0.09082194370372926,0.16459306144562144,0.2635689876463327,0.1886699293071952,0.30867865056490035,0.09092038059598687,0.3541176171607499,0.1645765198671801,-0.1034163266732956
C4_Mono_Alternative_CD16,0.07331378299120235,0.2730938416422287,0.3453079178885631,0.13839244856950578,0.531891495601173,0.050252503508699156,-0.37350960493788793,-0.19648093841642228,-0.23240469208211142,0.5263929618768328,-0.2467008797653959,0.717741935483871,0.004398826979472141,-0.061192882136732796,-0.11473607038123167,0.2903225806451613,0.17595307917888564,0.19318181818181818,0.198753222017505,0.6825513196480938,-0.11620234604105571,-0.005189349725541715,-0.3068876787115032,0.15359237536656892,0.14334158249185897,0.4043255131964809,0.5142961876832844,-0.5630444452212761,0.07038123167155426,0.3381032425837561,-0.17501383256912822,-0.07441348973607038,0.46114369501466274,0.013934727742924705,-0.1286217396259268,1.0,-0.18934049699017888,-0.33553490541817144,0.24596774193548387,0.17558651026392963,0.2874703098908008,0.1744868035190616,-0.05792319701717063,-0.20376186314501837,0.08321114369501466,0.020527859237536656,0.1048771614335912,0.2833837423688158,-0.2630560659764738,0.2027311895600972,0.10740469208211144,-0.10878742422798013,-0.351017722384817,0.20755410269724692,0.026759530791788857,-0.5179618768328446
C4_Neu_IFIT3,-0.28326236407423994,-0.1470569472670757,-0.24060462364562255,-0.007110275036080658,-0.32816524873594244,0.8486864195436595,0.04831489816758362,-0.4033775805442941,-0.4059969154828934,-0.1788631572357816,-0.10103149048883062,-0.245469102817307,-0.502912308211068,0.7974406023304975,0.013470865398510749,-0.2585657775103036,-0.27914626631358386,-0.4063711061884076,-0.30545160529281606,-0.2780236941970413,-0.22675956754159762,0.8729107879426405,0.12857337642150768,-0.28775265254041016,-0.06137290031143305,-0.15042466361670337,-0.22601118613056925,0.1135124561693941,0.7607297043103431,-0.3887663899066031,0.2110499621506463,-0.06099308499881256,-0.3131976205153749,0.10481182534557414,0.04162123392877783,-0.18934049699017888,1.0,0.19419592790614038,-0.2806430291356406,-0.3895325244402692,-0.16198599579441797,-0.18410182711298023,0.8629628543790525,0.25757732256766197,-0.3087073320492047,-0.030309447146649186,-0.07673722927086678,0.11675820059248239,0.8548510313216195,-0.22528345114318715,-0.16876000818689857,0.008052483027930605,0.8667910252766752,-0.12053359914741027,-0.2952364666506939,-0.09916053696125969
C5_B_Aged,0.1728124007129128,-0.30563212270457824,-0.3874520066939191,0.12173199268558207,-0.4191893159543585,0.07665882182748808,0.8091259640102828,0.35057802310231034,0.12383054191211904,-0.18418646530335928,0.28215018290494676,-0.40286202968742724,-0.19556052989380576,-0.017903564913827028,0.6543756192600424,0.06861129285204817,-0.13245281668229622,-0.2142727006716371,-0.04404478553384676,-0.5481565321976469,-0.12328018394806517,-0.006678143882413709,0.6413010436902238,0.04879840614610913,0.26346215749283475,-0.17189513743948967,-0.3538801708866335,0.5142170789458556,-0.06842784019736356,-0.15020198310686741,0.6456114579507896,0.6290591529135647,-0.2744451714081927,0.13286843636043771,0.22093526010985354,-0.33553490541817144,0.19419592790614038,1.0,0.07925154682375618,-0.18381955999399002,-0.08189496878442894,-0.02073014997936215,-0.0071553092912399405,0.7641435577324837,0.04641352163520906,-0.08310405257213321,-0.17030650406420747,0.03265756548309511,0.2910129912884688,-0.044307876764985786,-0.1086039715732955,0.1098053617333823,0.37222883078303276,-0.056891181314552064,0.0953953804360028,0.23059998693856834
C5_CD4_Prolif_MKI67,0.7008797653958945,0.16202346041055718,-0.013929618768328446,0.11767940659817577,0.43914956011730205,-0.23078927537328503,-0.10291693927807226,0.24596774193548387,-0.030425219941348974,0.24230205278592376,-0.07661290322580645,0.22983870967741934,0.4149560117302053,-0.13763691335985132,-0.0593841642228739,0.5359237536656891,0.24780058651026393,0.3192815249266862,0.4580124987082357,0.28519061583577715,0.03848973607038123,-0.13306975367639112,-0.26606738831368787,0.43841642228739003,0.33324168410511457,0.5674486803519062,0.24266862170087977,-0.23945142304999628,-0.03152492668621701,0.2658228966380155,-0.2957256793516087,0.532258064516129,0.3870967741935484,0.1653832161068169,0.04818681888003021,0.24596774193548387,-0.2806430291356406,0.07925154682375618,1.0,0.6726539589442815,-0.08695655832051026,0.5300586510263929,-0.22985977550484799,0.07930396535811703,0.20784457478005866,0.3317448680351906,0.42867622977576264,0.17120337346214357,-0.2361143351794523,0.6549353890580717,0.5553519061583577,-0.23353522941352226,-0.4144546601652056,0.34873489693477355,0.6829178885630498,-0.41055718475073316
C5_CD8_Prolif_MKI67,0.5113636363636364,0.29838709677419356,0.1030058651026393,-0.20163138202179648,0.3291788856304985,-0.20175449556825883,-0.30838391252484754,0.17851906158357772,0.12463343108504399,0.21700879765395895,-0.37683284457478006,0.28262463343108507,0.36766862170087977,-0.10544004306637036,-0.26796187683284456,0.32404692082111436,0.11436950146627566,0.1909824046920821,0.16061607240529002,0.2591642228739003,0.21151026392961877,-0.20386731064628166,-0.31313943489855595,0.43585043988269795,0.048208230428847705,0.39919354838709675,0.29105571847507333,-0.2791128816666365,-0.05865102639296188,0.39552392350004245,-0.328013346576102,0.23570381231671556,0.23936950146627567,-0.15658233542707498,-0.06301353238157796,0.17558651026392963,-0.3895325244402692,-0.18381955999399002,0.6726539589442815,1.0,-0.01871217077783132,0.22580645161290322,-0.25607185516768155,-0.08841064080593908,0.17155425219941348,0.6851173020527859,0.13091310011116106,-0.10356520985665002,-0.34575221189510924,0.4811657980065598,0.41385630498533726,-0.3823153323627497,-0.44939094473991237,0.405940621353096,0.4435483870967742,-0.35703812316715544
C5_DC_WDFY4+,0.20271518342650596,0.04843150083673989,0.27040921300513104,0.03146501393455513,0.07393141983790218,-0.001862911830558641,-0.0071612192434814545,0.432031001782282,0.3845167642189652,0.24894525240703042,0.3935059442985116,0.23426904003226076,0.03760779421034726,-0.2552671439555653,-0.17006061089264346,0.014492759720085043,0.30856736517953215,0.5074300428576611,-0.011745276142359136,0.21078710023262928,0.02568337165584691,-0.16732460505381017,0.1014082006237088,0.30306378553899355,0.08852401879546849,0.1950101719297519,0.061640091974032585,-0.07828268662162736,-0.18070086486435147,-0.05637164891663606,-0.07794711715020199,0.09429466450789509,0.14988081887733518,0.07193981637194971,0.27955452307770723,0.2874703098908008,-0.16198599579441797,-0.08189496878442894,-0.08695655832051026,-0.01871217077783132,1.0,-0.020546697324677527,-0.09797269644928534,-0.034561164887502986,0.23445249268694537,0.12584852111364986,0.0027527990958654226,0.059535842692496434,-0.12434531931502142,0.05577471857787031,-0.007521558842069453,-0.06031950055086302,-0.20520897222402054,0.2633511135044588,0.23408558737757612,-0.1067694450264493
C5_Mac_Prolif_MKI67,0.2730938416422287,-0.17228739002932553,0.5707478005865103,0.4093117055042469,0.12463343108504399,-0.22725298808933952,-0.009172632734231039,0.016495601173020527,-0.22140762463343108,0.1528592375366569,0.24303519061583578,0.16165689149560117,0.0,-0.13104691066820315,-0.0531524926686217,0.2628299120234604,0.20124633431085043,0.3222140762463343,0.7238724359087728,0.3552052785923754,-0.2155425219941349,-0.11082968342406949,-0.08476645888915696,-0.020527859237536656,0.13509302595460365,0.37316715542521994,0.20857771260997068,-0.01408537782647037,0.05168621700879766,0.004953221676484761,-0.1994130356421828,0.23863636363636365,0.02346041055718475,0.5482215256755903,0.20164330362104949,0.1744868035190616,-0.18410182711298023,-0.02073014997936215,0.5300586510263929,0.22580645161290322,-0.020546697324677527,1.0,-0.1792686287430154,0.06488506256573211,-0.19244868035190615,-0.12280058651026393,0.5804914215013107,0.20694711845691657,-0.10589596966051507,0.28503345367626687,0.11620234604105571,0.23885535639937627,-0.25871238103480226,-0.18885223125279535,0.16715542521994134,-0.13636363636363635
C5_Neu_G0S2,-0.3165612697742205,-0.23939144083678746,-0.10796444000985285,-0.11897341888175986,-0.28796627377840206,0.9161684904950993,-0.1812678353780785,-0.38676565096908233,-0.4280084336553589,-0.12574466187904762,-0.16038859933551994,0.04307579525011107,-0.41316103188829933,0.9275808168704799,-0.1514068377727308,-0.2839336461379661,-0.19448263302284188,-0.19246631920262391,-0.28403778465096263,0.021262945740480356,-0.44468884798625297,0.9367634764870362,0.037146191074108346,-0.26615342426877137,-0.22658111824014665,-0.09311703824279328,0.03006140604688602,-0.08563211834923044,0.8862615746139872,-0.5153657384382819,0.06935145928432558,-0.2445238760155241,-0.38273302332864645,-0.028605483799580486,-0.01149175614210452,-0.05792319701717063,0.8629628543790525,-0.0071553092912399405,-0.22985977550484799,-0.25607185516768155,-0.09797269644928534,-0.1792686287430154,1.0,0.11023882039382553,-0.3911648811222852,0.003666025127669027,-0.08343266108210974,0.06562786434463795,0.811319804116993,-0.22007332722273143,-0.21611218127608914,-0.10953127299667294,0.6714817658767654,-0.1001191932985317,-0.22857666671016383,-0.35505453361474526
C6_B_Germinal_Center,0.30052028977812767,-0.1593668203368859,-0.30810918598464604,0.19922678384426298,-0.20300297352436655,0.13678714038370346,0.7569274903383897,0.31911308548409767,0.08954897523691684,-0.011383344309777563,0.1919990740249149,-0.20338241833469248,-0.1718884990776412,0.12220193191022512,0.6264633818480919,0.1597462651472118,-0.011762789120103482,-0.11041843980484237,0.05010508529738663,-0.46178433416664316,-0.14798347602710832,0.13889495079497144,0.695860662049512,0.0846161927026799,0.23755422226001643,-0.06109061446247292,-0.2834452733134613,0.39596571607848213,0.15215736894069343,-0.20508823120056718,0.7523699740894881,0.6162183719692921,-0.16012570995753772,0.14424191221974939,0.2394211306521055,-0.20376186314501837,0.25757732256766197,0.7641435577324837,0.07930396535811703,-0.08841064080593908,-0.034561164887502986,0.06488506256573211,0.11023882039382553,1.0,0.12787290107983462,0.06640284180703579,-0.018979198976282814,0.17456061060640185,0.31683947347420677,0.11042856018796292,-0.02542280229183656,0.2043286451590836,0.30567620986091804,0.109320186103389,0.07930396535811703,-0.06602339699670987
C6_CD4_GZMK,0.6594574780058651,0.7063782991202346,-0.18914956011730205,0.4054623791201944,0.48167155425219943,-0.26205749977869786,0.1049349184796031,0.5205278592375366,0.36033724340175954,0.5179618768328446,0.13563049853372433,-0.05535190615835777,0.1975806451612903,-0.4031198789376767,0.2716275659824047,0.7005131964809385,0.5135630498533724,0.0689149560117302,0.1404473875142148,-0.08211143695014662,0.4897360703812317,-0.33100637892205365,-0.07244682169702352,0.7631964809384164,0.63678856467611,0.19794721407624633,-0.2434017595307918,-0.07821091372066441,-0.30168621700879766,0.4026785770327426,0.17666490646128982,0.47324046920821117,0.5491202346041055,-0.1294462866645374,0.340273074860521,0.08321114369501466,-0.3087073320492047,0.04641352163520906,0.20784457478005866,0.17155425219941348,0.23445249268694537,-0.19244868035190615,-0.3911648811222852,0.12787290107983462,1.0,0.35703812316715544,-0.015034837827892444,0.05645678696610302,-0.3199330532146303,0.5381724887418131,0.5476539589442815,0.07356451452853294,-0.2256148482798169,0.7587092552660846,0.46994134897360706,-0.10997067448680352
C6_CD8_Tex_PDCD1,0.4842375366568915,0.4809384164222874,-0.13709677419354838,-0.20896343227713454,0.1279325513196481,0.03536287283945496,-0.09227668530636426,0.18914956011730205,0.26466275659824046,0.10667155425219942,-0.18218475073313783,0.13599706744868034,0.2562316715542522,0.03822201561155925,-0.17998533724340177,0.24413489736070382,0.18804985337243402,0.027126099706744868,-0.10414375471027937,-0.021994134897360705,0.39846041055718473,0.07487490318281617,-0.12503512374105583,0.4868035190615836,0.1820181475887672,0.20637829912023462,0.01906158357771261,-0.2620621611398566,0.053885630498533725,0.2249129546433451,-0.11153921404824944,0.2719941348973607,0.17925219941348974,-0.15548222534210723,0.13492309286408458,0.020527859237536656,-0.030309447146649186,-0.08310405257213321,0.3317448680351906,0.6851173020527859,0.12584852111364986,-0.12280058651026393,0.003666025127669027,0.06640284180703579,0.35703812316715544,1.0,-0.1433810144074621,-0.08523508421830488,-0.15416657067184525,0.4657684924703499,0.5593841642228738,-0.36580459344113386,-0.05736905677530796,0.5995599963074182,0.2217741935483871,-0.29435483870967744
C6_DC_C1Q+_STMN1+,0.3307664322136338,0.12321232951638686,0.22845619431163397,0.4956450173735003,0.3505684137430531,-0.19345000407687463,-0.08827309100741788,0.0440044033987096,-0.1408140908758707,0.22222223716348347,0.3116978574075263,-0.041070776505462286,0.13458013372772018,-0.07213990712182546,-0.03997066642049455,0.3439677532332467,0.3832050129304294,0.45874590543154753,0.5231107850330154,0.15071508164058037,0.033736709272344026,-0.03596796739747931,-0.14641832709804392,0.14521453121574165,0.13477583713263883,0.3377337960850961,-0.08434177318086006,-0.17501938774855913,0.05097176727017195,0.060194540229590573,-0.1268122783495338,0.20058673882578457,0.31536489102408544,0.6603081438004402,0.1902223430402772,0.1048771614335912,-0.07673722927086678,-0.17030650406420747,0.42867622977576264,0.13091310011116106,0.0027527990958654226,0.5804914215013107,-0.08343266108210974,-0.018979198976282814,-0.015034837827892444,-0.1433810144074621,1.0,-0.16191437304506134,-0.16208400133797715,0.23232787162864407,0.24605795567111782,0.35070660481325483,-0.23158376107592626,-0.048055759354365374,0.3813714961221498,-0.06160616475819343
