CellType,Pathway,NES,NOM_pval,FDR_qval
Fibroblast,KRAS Signaling Dn,0.911417067207202,0.6997792494481236,0.8802038098546696
Fibroblast,mTORC1 Signaling,0.8925312923675865,0.7277716794731065,0.9006380012112164
Fibroblast,Myogenesis,0.8698570840674079,0.7883538633818589,0.9228490716107622
Fibroblast,Pperoxisome,0.8377302652607885,0.8125727590221188,0.9562940099677985
Fibroblast,Coagulation,-0.8309293473615313,0.8773584905660378,1.0
Fibroblast,Oxidative Phosphorylation,-0.8306176879738297,0.9710144927536232,0.883165614872932
Fibroblast,Apical Junction,0.822265844248489,0.8707557502738226,0.9578165711307972
Fibroblast,Pancreas Beta Cells,0.8185255367175643,0.8027989821882952,0.94098806543042
Fibroblast,Complement,0.8172474282392865,0.8524229074889867,0.9204943050696048
Fibroblast,Hedgehog Signaling,0.8069729473351452,0.7741116751269036,0.9136541561132856
Fibroblast,heme Metabolism,0.799689173005709,0.8913525498891353,0.902813965607087
Fibroblast,Xenobiotic Metabolism,0.7259214742466431,0.962406015037594,0.968166290313242
Fibroblast,Cholesterol Homeostasis,0.659112346951978,0.9835487661574618,0.9917756077667264
CD4+ T,Epithelial Mesenchymal Transition,1.5609007132701787,0.0037267080745341614,0.05656576227728212
CD4+ T,Mitotic Spindle,1.5568615139967577,0.002506265664160401,0.031971952591507286
CD4+ T,TNF-alpha Signaling via NF-kB,1.5297288348887437,0.0,0.045088651090587205
CD4+ T,IL-2/STAT5 Signaling,1.4956763183823394,0.002472187886279357,0.06455875042515895
CD4+ T,Apoptosis,1.4943180305380057,0.008997429305912597,0.05361450511498914
CD4+ T,G2-M Checkpoint,1.4833856078599719,0.0049813200498132005,0.05533607179299339
CD4+ T,E2F Targets,1.4552976999541805,0.006265664160401002,0.07114637801956292
CD4+ T,Complement,1.454502549303584,0.007462686567164179,0.0634827712514063
CD4+ T,mTORC1 Signaling,1.4070105973053888,0.012578616352201259,0.1041137943364468
CD4+ T,Hypoxia,1.405400772750251,0.012626262626262626,0.09554695062923524
CD4+ T,Myc Targets V2,1.3952686378060197,0.02531645569620253,0.09982850931544059
CD4+ T,UV Response Up,1.3949330524993255,0.028169014084507043,0.0918168894935594
CD4+ T,KRAS Signaling Up,1.3775972241684864,0.013317191283292978,0.10253726807453815
CD4+ T,Myc Targets V1,1.3738352195893675,0.024301336573511544,0.09934142412361194
CD4+ T,UV Response Dn,1.3738083942305526,0.0274869109947644,0.09280064188099038
CD4+ T,Interferon Gamma Response,1.3672325406789683,0.025362318840579712,0.09384075508228461
CD4+ T,p53 Pathway,1.3567897551799168,0.02345679012345679,0.09931559028990837
CD4+ T,Allograft Rejection,1.3385938265055684,0.031746031746031744,0.1115602533801953
CD4+ T,Estrogen Response Early,1.3272945102494333,0.04039167686658507,0.11630283159299311
CD4+ T,Wnt-beta Catenin Signaling,1.3145173644129313,0.08854961832061069,0.12641218178488264
CD4+ T,Angiogenesis,1.3144854066924927,0.0967238689547582,0.12045111077056868
CD4+ T,Glycolysis,1.3141973177336927,0.0266497461928934,0.11525553539106298
CD4+ T,Unfolded Protein Response,1.3118000250448656,0.052702702702702706,0.11227608769592859
CD4+ T,Adipogenesis,1.2916928177444615,0.0519159456118665,0.12804152167656527
CD4+ T,Inflammatory Response,1.286320392571713,0.05474452554744526,0.12906831323094634
CD4+ T,Myogenesis,1.2787698020231772,0.06896551724137931,0.13280657230318413
CD4+ T,Fatty Acid Metabolism,1.2710903998009553,0.07512953367875648,0.13645009966403962
CD4+ T,IL-6/JAK/STAT3 Signaling,1.2356926550531773,0.13877551020408163,0.17523089401114572
CD4+ T,Coagulation,1.2271893587095841,0.10026385224274406,0.18008605126807886
CD4+ T,Estrogen Response Late,1.2154532027381355,0.09424724602203183,0.19023311791946834
CD4+ T,DNA Repair,1.2122834364129729,0.12,0.18909466253562685
