x,y,cell_type
9.08291,6.54294,Epithelial cells
6.47556,6.46991,Epithelial cells
7.01551,9.36216,Epithelial cells
9.69213,4.4665,Epithelial cells
9.25092,8.86452,Epithelial cells
8.11718,9.02377,Epithelial cells
8.51248,6.80425,Epithelial cells
6.54823,0.09467,Epithelial cells
7.36796,9.00711,Epithelial cells
5.7544,3.8434,Epithelial cells
5.30495,6.60644,Epithelial cells
5.74219,9.06304,Epithelial cells
6.62857,9.94681,Epithelial cells
5.4154,0.98993,Epithelial cells
9.54161,7.48105,Epithelial cells
9.5424,6.09983,Epithelial cells
8.69004,4.8536,Epithelial cells
3.75087,5.03823,Epithelial cells
6.14952,6.76577,Epithelial cells
6.1291,10.46156,Epithelial cells
5.80662,6.94586,Epithelial cells
6.50971,6.98745,Epithelial cells
8.13077,8.27101,Epithelial cells
3.98902,5.18817,Epithelial cells
8.48714,8.38673,Epithelial cells
7.81013,2.25781,Epithelial cells
7.85524,7.74005,Epithelial cells
8.94001,6.17236,Epithelial cells
7.25734,6.60665,Epithelial cells
9.54849,5.5983,Epithelial cells
6.63613,4.47838,Epithelial cells
8.67333,7.07771,Epithelial cells
8.01133,8.28159,Epithelial cells
7.2414,6.76369,Epithelial cells
9.29852,9.86408,Epithelial cells
3.88686,5.07912,Epithelial cells
9.88869,7.35209,Epithelial cells
7.59269,5.95208,Epithelial cells
7.94615,7.1721,Epithelial cells
6.40361,3.46118,Epithelial cells
9.7527,7.45305,Epithelial cells
8.51455,8.9699,Epithelial cells
8.11602,8.30461,Epithelial cells
9.05614,5.49423,Epithelial cells
9.49874,7.48406,Epithelial cells
8.04889,6.51762,Epithelial cells
8.28994,9.36079,Epithelial cells
8.55025,5.31615,Epithelial cells
8.52709,8.94004,Epithelial cells
9.79605,8.15429,Epithelial cells
8.88083,6.56489,Epithelial cells
7.23558,5.41889,Epithelial cells
7.25947,6.44986,Epithelial cells
6.64109,2.56576,Epithelial cells
8.0852,6.37015,Epithelial cells
10.454,7.11855,Epithelial cells
4.96183,4.88087,Epithelial cells
7.95501,8.70432,Epithelial cells
8.18488,9.05211,Epithelial cells
8.02537,7.45789,Epithelial cells
8.70221,7.73663,Epithelial cells
8.80839,3.52001,Epithelial cells
8.3248,6.9407,Epithelial cells
8.1949,7.83177,Epithelial cells
6.98594,1.27011,Epithelial cells
8.67267,9.75927,Epithelial cells
5.89283,5.70961,Epithelial cells
6.60526,9.13355,Epithelial cells
9.18806,10.44997,Epithelial cells
9.3139,7.14486,Epithelial cells
8.93043,7.59097,Epithelial cells
9.71428,5.22035,Epithelial cells
5.22507,6.64762,Epithelial cells
7.83795,8.40876,Epithelial cells
4.54857,4.1656,Epithelial cells
4.98408,2.16641,Epithelial cells
6.64751,8.11381,Epithelial cells
4.06659,5.23637,Epithelial cells
6.58919,5.37751,Epithelial cells
7.36402,8.23912,Epithelial cells
6.35242,9.21511,Epithelial cells
5.35846,7.02352,Epithelial cells
9.03943,5.73684,Epithelial cells
9.03671,4.26305,Epithelial cells
5.98326,10.65365,Epithelial cells
8.98203,4.77867,Epithelial cells
5.52422,0.65344,Epithelial cells
9.21425,4.34553,Epithelial cells
7.5966,4.47655,Epithelial cells
10.64356,5.01957,Epithelial cells
7.45568,8.51651,Epithelial cells
8.35831,6.69621,Epithelial cells
8.32141,8.5455,Epithelial cells
7.65439,7.1325,Epithelial cells
6.82476,8.30623,Epithelial cells
7.84951,5.61906,Epithelial cells
10.59969,8.85239,Epithelial cells
9.22531,6.71386,Epithelial cells
9.46969,5.70276,Epithelial cells
9.62224,4.91588,Epithelial cells
8.97213,6.64599,Epithelial cells
9.42784,7.04733,Epithelial cells
7.48223,2.45431,Epithelial cells
7.73895,7.60006,Epithelial cells
8.38154,8.63029,Epithelial cells
10.2944,4.72293,Epithelial cells
10.04974,5.99457,Epithelial cells
7.16858,9.12315,Epithelial cells
8.60984,6.91531,Epithelial cells
8.3947,7.39282,Epithelial cells
5.14706,6.90034,Epithelial cells
8.48355,7.55293,Epithelial cells
8.85287,8.05504,Epithelial cells
8.04828,6.11187,Epithelial cells
9.5234,9.2408,Epithelial cells
9.43573,5.978,Epithelial cells
9.20554,2.81137,Epithelial cells
9.85942,9.64755,Epithelial cells
9.63057,7.9959,Epithelial cells
5.29777,8.48826,Epithelial cells
10.1747,5.2089,Epithelial cells
4.89012,4.25254,Epithelial cells
7.40283,9.25649,Epithelial cells
6.26593,3.86722,Epithelial cells
8.30314,6.51836,Epithelial cells
8.46172,7.60927,Epithelial cells
8.06533,5.97799,Epithelial cells
9.46652,5.99752,Epithelial cells
3.60134,4.8112,Epithelial cells
9.00114,8.81681,Epithelial cells
8.64093,5.38384,Epithelial cells
6.23265,7.36659,Epithelial cells
8.98586,4.4753,Epithelial cells
7.52333,7.84074,Epithelial cells
5.9711,5.40524,Epithelial cells
6.62978,5.3105,Epithelial cells
7.90523,9.94783,Epithelial cells
9.12919,7.84637,Epithelial cells
8.82763,6.23678,Epithelial cells
9.27559,5.36084,Epithelial cells
7.70244,7.60524,Epithelial cells
7.79069,3.09772,Epithelial cells
5.94074,4.60818,Epithelial cells
8.97432,9.66607,Epithelial cells
8.5572,7.46247,Epithelial cells
7.35845,8.51018,Epithelial cells
7.97809,6.28168,Epithelial cells
6.95946,6.42032,Epithelial cells
9.59954,3.74524,Epithelial cells
8.98032,9.89721,Epithelial cells
6.65722,7.6101,Epithelial cells
9.7051,7.79297,Epithelial cells
5.47304,10.29802,Epithelial cells
4.88822,4.70991,Epithelial cells
7.48617,8.82043,Epithelial cells
8.7887,8.09568,Epithelial cells
5.96425,5.01231,Epithelial cells
9.56404,3.40604,Epithelial cells
8.61133,3.87021,Epithelial cells
6.96053,7.03757,Epithelial cells
7.46584,7.09171,Epithelial cells
6.46511,5.40231,Epithelial cells
7.36644,7.13701,Epithelial cells
6.45385,10.15852,Epithelial cells
-1.51486,10.47565,Epithelial cells
7.2067,5.04515,Epithelial cells
7.38785,7.81974,Epithelial cells
5.73654,8.77304,Epithelial cells
7.56061,2.66476,Epithelial cells
6.18082,4.42125,Epithelial cells
7.88306,5.45799,Epithelial cells
10.18295,6.54423,Epithelial cells
8.05878,7.3398,Epithelial cells
7.76942,5.83251,Epithelial cells
5.5165,7.79773,Epithelial cells
7.99682,6.69789,Epithelial cells
5.84313,1.0453,Epithelial cells
4.33144,4.35879,Epithelial cells
6.1979,7.43939,Epithelial cells
7.41595,8.46674,Epithelial cells
10.11994,8.51259,Epithelial cells
-0.14568,16.33853,Epithelial cells
6.4381,8.91959,Epithelial cells
10.34479,6.3075,Epithelial cells
6.59758,5.21765,Epithelial cells
4.97731,1.78187,Epithelial cells
5.31447,4.7392,Epithelial cells
9.469,3.93206,Epithelial cells
8.36101,8.53276,Epithelial cells
8.32121,8.53857,Epithelial cells
5.70192,5.44524,Epithelial cells
6.53359,3.73163,Epithelial cells
7.32508,9.36026,Epithelial cells
9.20059,4.35091,Epithelial cells
5.27831,4.52199,Epithelial cells
4.73424,6.18914,Epithelial cells
7.41185,9.0178,Epithelial cells
10.12273,4.31385,Epithelial cells
9.82009,6.80591,Epithelial cells
-0.41301,16.42153,Epithelial cells
8.66663,4.92671,Epithelial cells
9.53505,6.39007,Epithelial cells
8.18112,8.66455,Epithelial cells
8.39448,6.08608,Epithelial cells
8.41537,7.08475,Epithelial cells
7.34419,6.17422,Epithelial cells
7.56377,6.93129,Epithelial cells
10.14305,4.36637,Epithelial cells
9.52901,4.99819,Epithelial cells
4.93696,4.5823,Epithelial cells
6.70178,9.41892,Epithelial cells
8.46825,9.61707,Epithelial cells
4.44372,6.76692,Epithelial cells
9.71025,5.99042,Epithelial cells
3.60545,4.85665,Epithelial cells
8.60875,8.92734,Epithelial cells
10.757,6.65309,Epithelial cells
8.53336,10.35696,Epithelial cells
6.08309,9.34482,Epithelial cells
-0.00491,16.19482,Epithelial cells
9.85197,8.15266,Epithelial cells
6.47939,3.58453,Epithelial cells
8.92096,5.43416,Epithelial cells
7.79818,6.1707,Epithelial cells
8.38264,4.76935,Epithelial cells
6.7058,6.08662,Epithelial cells
6.79425,8.06188,Epithelial cells
10.0437,6.44461,Epithelial cells
8.74141,7.02742,Epithelial cells
6.57459,7.70718,Epithelial cells
9.85111,3.61084,Epithelial cells
7.91856,6.88753,Epithelial cells
7.49797,7.06842,Epithelial cells
10.38858,5.77733,Epithelial cells
8.42035,8.59112,Epithelial cells
5.14556,4.53871,Epithelial cells
8.78073,7.73299,Epithelial cells
6.30573,10.71937,Epithelial cells
6.01408,7.85341,Epithelial cells
6.33699,9.39112,Epithelial cells
8.20002,8.14727,Epithelial cells
8.26986,8.16042,Epithelial cells
7.53906,6.7683,Epithelial cells
8.44381,6.62857,Epithelial cells
4.14502,7.36108,Epithelial cells
9.54926,6.18628,Epithelial cells
8.07566,7.1163,Epithelial cells
10.35776,5.71543,Epithelial cells
5.56512,3.43461,Epithelial cells
9.14279,7.38221,Epithelial cells
7.70255,7.71574,Epithelial cells
10.13851,7.5582,Epithelial cells
8.52347,9.57729,Epithelial cells
7.36988,7.8687,Epithelial cells
10.01843,4.02467,Epithelial cells
9.35752,7.12994,Epithelial cells
8.72059,4.95258,Epithelial cells
7.62609,5.56209,Epithelial cells
7.4355,6.31618,Epithelial cells
9.46635,3.26576,Epithelial cells
7.94942,6.10127,Epithelial cells
9.54286,5.84466,Epithelial cells
6.29165,8.09848,Epithelial cells
9.54497,9.49715,Epithelial cells
10.20329,5.5511,Epithelial cells
9.85439,6.11675,Epithelial cells
13.63147,10.80731,Epithelial cells
8.05648,5.40245,Epithelial cells
5.3535,10.21379,Epithelial cells
7.25447,4.2028,Epithelial cells
9.7745,4.42476,Epithelial cells
6.37107,10.57356,Epithelial cells
6.03262,7.67466,Epithelial cells
5.39553,7.17582,Epithelial cells
6.01922,8.60592,Epithelial cells
6.06346,5.64727,Epithelial cells
7.48853,4.2052,Epithelial cells
8.32073,6.86495,Epithelial cells
4.47933,4.26929,Epithelial cells
7.4338,5.92385,Epithelial cells
5.93805,0.29544,Epithelial cells
8.98089,9.60628,Epithelial cells
9.16124,7.90476,Epithelial cells
9.29939,8.60636,Epithelial cells
7.97492,7.34887,Epithelial cells
9.9809,7.14366,Epithelial cells
7.95874,10.21803,Epithelial cells
8.81992,5.94711,Epithelial cells
9.90086,4.86289,Epithelial cells
10.39934,6.05209,Epithelial cells
6.63746,7.62092,Epithelial cells
9.49842,6.74939,Epithelial cells
8.18261,6.70847,Epithelial cells
8.07814,7.13193,Epithelial cells
7.41653,7.28144,Epithelial cells
-0.14261,16.28308,Epithelial cells
5.48855,4.70005,Epithelial cells
7.16148,8.75288,Epithelial cells
8.96791,6.73463,Epithelial cells
7.90162,7.48866,Epithelial cells
8.11517,5.28372,Epithelial cells
6.30813,9.21261,Epithelial cells
6.54741,4.94138,Epithelial cells
6.71684,7.83747,Epithelial cells
9.85215,8.96404,Epithelial cells
5.669,10.10779,Epithelial cells
9.56654,5.09726,Epithelial cells
5.81088,5.57358,Epithelial cells
7.28349,8.10552,Epithelial cells
7.01509,10.60048,Epithelial cells
8.61589,8.44037,Epithelial cells
4.63633,6.09378,Epithelial cells
5.68494,5.91588,Epithelial cells
7.18481,10.17382,Epithelial cells
9.71492,7.85888,Epithelial cells
8.69269,3.79188,Epithelial cells
7.42236,6.81616,Epithelial cells
9.88688,3.34173,Epithelial cells
9.96925,7.72653,Epithelial cells
5.35923,4.19417,Epithelial cells
9.56738,3.7207,Epithelial cells
5.88777,4.11471,Epithelial cells
5.50436,4.1257,Epithelial cells
6.49199,6.06529,Epithelial cells
8.04725,2.27332,Epithelial cells
6.119,3.79644,Epithelial cells
7.74481,6.91539,Epithelial cells
8.3228,7.43536,Epithelial cells
9.04438,6.67482,Epithelial cells
6.96343,8.42101,Epithelial cells
8.03967,6.01983,Epithelial cells
7.12551,8.94353,Epithelial cells
8.36437,8.50572,Epithelial cells
6.81225,8.44423,Epithelial cells
8.42877,8.02922,Epithelial cells
7.8115,6.62428,Epithelial cells
7.39529,6.73898,Epithelial cells
9.70582,9.24875,Epithelial cells
6.17607,7.80768,Epithelial cells
7.70229,8.91158,Epithelial cells
9.14249,6.77461,Epithelial cells
6.36821,2.42782,Epithelial cells
7.64777,6.30385,Epithelial cells
7.61856,4.88178,Epithelial cells
7.46063,7.97201,Epithelial cells
5.99061,0.30967,Epithelial cells
9.05177,8.21639,Epithelial cells
8.10813,8.06112,Epithelial cells
8.67476,7.06728,Epithelial cells
7.70576,6.68605,Epithelial cells
7.30795,7.52022,Epithelial cells
10.08572,5.3661,Epithelial cells
10.39528,7.77525,Epithelial cells
9.87395,7.23747,Epithelial cells
7.05428,7.88276,Epithelial cells
9.86598,5.21488,Epithelial cells
5.20343,10.35902,Epithelial cells
6.48281,0.13686,Epithelial cells
7.63647,3.38993,Epithelial cells
9.70864,9.64175,Epithelial cells
10.55445,7.34489,Epithelial cells
8.24899,5.19972,Epithelial cells
7.96052,5.75664,Epithelial cells
4.4881,4.73108,Epithelial cells
6.83796,7.47882,Epithelial cells
6.05258,5.12281,Epithelial cells
6.8807,8.6734,Epithelial cells
9.01386,9.89785,Epithelial cells
4.56622,4.07329,Epithelial cells
9.21785,4.99893,Epithelial cells
7.85803,6.14272,Epithelial cells
9.19858,2.39247,Epithelial cells
7.72737,9.47698,Epithelial cells
9.2168,3.4504,Epithelial cells
7.46666,6.50584,Epithelial cells
6.50006,7.82099,Epithelial cells
8.43707,7.52323,Epithelial cells
7.79802,6.56188,Epithelial cells
7.80238,5.95849,Epithelial cells
6.7946,4.60499,Epithelial cells
7.33516,6.39135,Epithelial cells
9.43443,8.22129,Epithelial cells
10.4658,7.77449,Epithelial cells
5.05856,5.38309,Epithelial cells
8.62932,9.84737,Epithelial cells
7.48864,7.10701,Epithelial cells
6.52945,5.18924,Epithelial cells
9.35684,8.81496,Epithelial cells
5.43438,4.1983,Epithelial cells
7.8561,5.98763,Epithelial cells
8.26446,9.63951,Epithelial cells
5.72548,9.72774,Epithelial cells
6.64354,0.36808,Epithelial cells
7.87338,2.74049,Epithelial cells
8.84591,7.98991,Epithelial cells
9.00956,4.65144,Epithelial cells
8.99864,2.09025,Epithelial cells
8.95288,2.74305,Epithelial cells
6.6955,3.85849,Epithelial cells
8.29569,9.89007,Epithelial cells
9.02007,5.02341,Epithelial cells
9.59689,5.6331,Epithelial cells
6.24034,4.50783,Epithelial cells
6.11888,4.79777,Epithelial cells
8.71125,6.68496,Epithelial cells
9.79532,7.68121,Epithelial cells
7.87853,5.67474,Epithelial cells
7.29458,7.0246,Epithelial cells
8.97212,8.6249,Epithelial cells
7.0798,5.48602,Epithelial cells
4.73813,4.87435,Epithelial cells
6.2899,3.5051,Epithelial cells
9.51069,7.76347,Epithelial cells
8.23015,8.90711,Epithelial cells
8.27522,4.21836,Epithelial cells
6.15551,8.74314,Epithelial cells
8.70886,4.9275,Epithelial cells
6.52907,6.77935,Epithelial cells
8.75994,9.72564,Epithelial cells
7.81843,4.87229,Epithelial cells
5.79153,9.47435,Epithelial cells
8.0974,6.08688,Epithelial cells
7.3602,6.55462,Epithelial cells
4.95869,8.25494,Epithelial cells
5.42422,2.23033,Epithelial cells
9.90731,5.49736,Epithelial cells
6.3834,9.06821,Epithelial cells
9.44919,5.43166,Epithelial cells
5.58786,7.8928,Epithelial cells
6.83481,2.82017,Epithelial cells
10.46951,6.52797,Epithelial cells
3.66255,3.5367,Epithelial cells
-1.36415,9.59568,Epithelial cells
6.63776,6.147,Epithelial cells
8.46798,7.0368,Epithelial cells
7.04515,7.40141,Epithelial cells
9.6621,9.36891,Epithelial cells
7.83285,9.12242,Epithelial cells
9.09844,2.79233,Epithelial cells
5.19177,5.197,Epithelial cells
8.77145,8.57656,Epithelial cells
7.08859,3.29081,Epithelial cells
7.46425,6.98266,Epithelial cells
6.66115,0.92794,Epithelial cells
7.23704,10.66145,Epithelial cells
9.1047,6.67049,Epithelial cells
9.90515,5.05749,Epithelial cells
8.78822,6.37468,Epithelial cells
5.96364,8.37272,Epithelial cells
8.86197,2.61722,Epithelial cells
10.08756,6.15891,Epithelial cells
10.52576,6.12157,Epithelial cells
8.91099,3.17436,Epithelial cells
6.00551,10.47041,Epithelial cells
7.78193,6.7372,Epithelial cells
5.81295,4.33686,Epithelial cells
5.98512,7.97631,Epithelial cells
8.57448,6.28523,Epithelial cells
9.66363,2.49908,Epithelial cells
8.25922,6.69679,Epithelial cells
8.2008,8.43165,Epithelial cells
8.85918,8.12323,Epithelial cells
8.09324,10.04054,Epithelial cells
-0.52408,16.38281,Epithelial cells
6.70357,0.77001,Epithelial cells
9.2917,6.43878,Epithelial cells
5.1774,10.12971,Epithelial cells
9.46168,5.52657,Epithelial cells
7.35156,6.8673,Epithelial cells
4.67225,5.04103,Epithelial cells
9.28972,7.78338,Epithelial cells
6.49067,4.36311,Epithelial cells
10.05643,6.12751,Epithelial cells
8.04604,9.4189,Epithelial cells
6.14361,0.85095,Epithelial cells
5.7923,8.84389,Epithelial cells
8.63731,9.67329,Epithelial cells
10.33159,5.09833,Epithelial cells
7.6883,7.68944,Epithelial cells
8.38787,8.63688,Epithelial cells
9.19812,9.49603,Epithelial cells
8.90541,9.07625,Epithelial cells
9.00721,8.14331,Epithelial cells
8.51499,6.17912,Epithelial cells
9.04458,6.89612,Epithelial cells
9.87378,5.79786,Epithelial cells
6.81691,2.43279,Epithelial cells
5.8326,9.05883,Epithelial cells
4.5772,4.64544,Epithelial cells
8.76509,3.50358,Epithelial cells
7.74914,7.29939,Epithelial cells
7.43239,10.78502,Epithelial cells
9.63511,4.61025,Epithelial cells
7.66377,6.66673,Epithelial cells
5.60828,4.28327,Epithelial cells
7.36396,5.40137,Epithelial cells
7.93384,6.1607,Epithelial cells
5.20878,1.41451,Epithelial cells
4.25501,4.31504,Epithelial cells
10.17238,7.56424,Epithelial cells
6.61708,8.29471,Epithelial cells
9.55405,5.47913,Epithelial cells
5.14724,6.50694,Epithelial cells
9.48877,6.17382,Epithelial cells
6.66388,3.99912,Epithelial cells
6.26921,7.37551,Epithelial cells
8.15421,8.03851,Epithelial cells
3.88471,5.68185,Epithelial cells
6.10449,4.75752,Epithelial cells
7.46743,6.58607,Epithelial cells
8.0671,6.24647,Epithelial cells
4.02875,5.61738,Epithelial cells
7.80857,5.65259,Epithelial cells
9.36173,9.26255,Epithelial cells
8.72529,3.56239,Epithelial cells
5.39692,5.94345,Epithelial cells
7.57429,6.29743,Epithelial cells
7.17428,6.21288,Epithelial cells
3.92464,5.08145,Epithelial cells
9.5187,3.79832,Epithelial cells
4.57874,5.81581,Epithelial cells
8.5609,4.5479,Epithelial cells
7.37997,6.75096,Epithelial cells
7.702,6.07017,Epithelial cells
7.07276,2.49261,Epithelial cells
5.66949,10.31048,Epithelial cells
6.92224,2.59655,Epithelial cells
9.42156,6.95729,Epithelial cells
9.299,7.41292,Epithelial cells
8.22094,7.25456,Epithelial cells
9.00224,4.93847,Epithelial cells
7.03915,4.88804,Epithelial cells
8.1493,7.95848,Epithelial cells
11.01409,9.31427,Epithelial cells
8.91888,4.21389,Epithelial cells
7.60079,6.29875,Epithelial cells
8.72425,8.15499,Epithelial cells
6.53478,10.31703,Epithelial cells
8.14388,8.38098,Epithelial cells
9.5003,6.70808,Epithelial cells
6.27977,8.33616,Epithelial cells
8.79953,8.13949,Epithelial cells
8.58633,7.05208,Epithelial cells
8.75198,9.54016,Epithelial cells
7.38801,6.03027,Epithelial cells
5.72401,6.6439,Epithelial cells
7.9532,5.60178,Epithelial cells
7.88261,6.21698,Epithelial cells
9.38118,6.27427,Epithelial cells
6.20151,5.47961,Epithelial cells
6.82902,7.04817,Epithelial cells
7.98945,3.46847,Epithelial cells
4.08057,5.77765,Epithelial cells
5.58209,9.4588,Epithelial cells
7.51083,7.68294,Epithelial cells
6.15838,2.47276,Epithelial cells
9.97082,6.94077,Epithelial cells
9.36907,7.80789,Epithelial cells
6.06254,6.67781,Epithelial cells
6.06102,7.14359,Epithelial cells
5.68174,7.641,Epithelial cells
8.39152,8.22799,Epithelial cells
9.1994,2.56084,Epithelial cells
4.20697,7.48699,Epithelial cells
8.10371,4.00616,Epithelial cells
10.54096,6.74418,Epithelial cells
8.19366,4.03147,Epithelial cells
9.46731,5.01249,Epithelial cells
8.06715,9.38691,Epithelial cells
7.65758,7.47154,Epithelial cells
4.89439,2.4033,Epithelial cells
9.38727,5.90066,Epithelial cells
8.75603,6.73705,Epithelial cells
8.03623,9.52936,Epithelial cells
8.13128,7.25573,Epithelial cells
9.89332,5.97648,Epithelial cells
9.60057,4.73853,Epithelial cells
8.79649,6.02632,Epithelial cells
10.14814,5.93267,Epithelial cells
5.72638,4.49875,Epithelial cells
7.90692,7.89769,Epithelial cells
3.95869,3.97079,Epithelial cells
5.28634,3.59813,Epithelial cells
5.3069,4.28274,Epithelial cells
7.83951,9.44739,Epithelial cells
7.65121,5.26144,Epithelial cells
8.10104,3.56971,Epithelial cells
8.96904,8.39521,Epithelial cells
5.93879,0.33636,Epithelial cells
4.48443,4.40766,Epithelial cells
6.58502,8.99233,Epithelial cells
3.96317,5.68555,Epithelial cells
8.581,7.62716,Epithelial cells
7.1259,6.69246,Epithelial cells
9.15409,7.31331,Epithelial cells
8.38701,9.67655,Epithelial cells
5.57843,4.13278,Epithelial cells
6.22656,7.81757,Epithelial cells
5.16956,4.20568,Epithelial cells
6.80545,4.64289,Epithelial cells
7.8985,8.00793,Epithelial cells
9.69102,2.55468,Epithelial cells
9.83604,9.34032,Epithelial cells
7.63467,6.50412,Epithelial cells
9.45849,5.78781,Epithelial cells
6.22298,3.86385,Epithelial cells
8.37222,8.66721,Epithelial cells
5.445,2.27758,Epithelial cells
10.34085,7.45209,Epithelial cells
3.9876,4.05054,Epithelial cells
6.99371,9.51707,Epithelial cells
9.56753,5.26419,Epithelial cells
6.07659,5.48832,Epithelial cells
4.46254,4.48837,Epithelial cells
7.05212,6.96981,Epithelial cells
7.61923,6.37885,Epithelial cells
8.17025,9.3049,Epithelial cells
7.84945,5.66649,Epithelial cells
8.25541,5.89741,Epithelial cells
7.70794,10.34967,Epithelial cells
4.4542,5.92487,Epithelial cells
7.68283,7.15507,Epithelial cells
6.44975,7.59025,Epithelial cells
4.31775,5.53987,Epithelial cells
6.96437,6.09033,Epithelial cells
4.0364,5.19854,Epithelial cells
7.57627,2.47707,Epithelial cells
9.90731,5.0683,Epithelial cells
6.91079,4.82942,Epithelial cells
9.84038,7.13441,Epithelial cells
7.81214,7.43457,Epithelial cells
9.73707,5.28873,Epithelial cells
7.35529,8.38342,Epithelial cells
9.11569,8.4506,Epithelial cells
6.73374,3.58602,Epithelial cells
7.64908,6.21658,Epithelial cells
9.40079,7.42655,Epithelial cells
8.5415,7.19256,Epithelial cells
9.84504,5.65086,Epithelial cells
6.68338,6.95415,Epithelial cells
8.39961,7.48082,Epithelial cells
5.43951,5.102,Epithelial cells
9.53261,8.60261,Epithelial cells
9.54079,7.36071,Epithelial cells
6.22504,0.25205,Epithelial cells
6.37011,5.94567,Epithelial cells
6.96824,7.4123,Epithelial cells
7.28781,6.92201,Epithelial cells
8.1831,10.1351,Epithelial cells
8.13163,7.7997,Epithelial cells
7.10844,3.99623,Epithelial cells
8.4426,5.87604,Epithelial cells
7.03484,4.87759,Epithelial cells
8.47723,5.69172,Epithelial cells
6.30664,1.19701,Epithelial cells
7.6765,9.8279,Epithelial cells
6.33915,5.87726,Epithelial cells
8.21618,9.33763,Epithelial cells
9.20992,8.59243,Epithelial cells
7.36621,6.71233,Epithelial cells
9.7936,6.06396,Epithelial cells
10.00788,5.49128,Epithelial cells
6.04674,5.8239,Epithelial cells
5.66408,6.4832,Epithelial cells
9.26044,6.63203,Epithelial cells
8.26562,8.73599,Epithelial cells
8.28821,2.10596,Epithelial cells
6.45019,4.37283,Epithelial cells
7.04102,9.10759,Epithelial cells
9.24778,9.5605,Epithelial cells
7.38949,5.96201,Epithelial cells
6.53943,5.80251,Epithelial cells
8.8437,8.66402,Epithelial cells
7.16137,4.18239,Epithelial cells
4.08421,4.32516,Epithelial cells
9.13331,4.44633,Epithelial cells
9.18288,8.02268,Epithelial cells
7.67051,4.33005,Epithelial cells
7.7354,6.31977,Epithelial cells
9.66699,3.86306,Epithelial cells
9.62854,8.34631,Epithelial cells
8.10497,9.81194,Epithelial cells
7.22835,7.0164,Epithelial cells
3.72743,4.95954,Epithelial cells
8.99321,5.97319,Epithelial cells
9.36802,7.81442,Epithelial cells
6.5561,8.51323,Epithelial cells
9.29355,7.39379,Epithelial cells
10.03974,4.47202,Epithelial cells
6.32164,3.7489,Epithelial cells
9.5314,4.79606,Epithelial cells
7.63702,6.47393,Epithelial cells
7.98275,7.21041,Epithelial cells
7.5965,6.08614,Epithelial cells
6.27241,8.1856,Epithelial cells
8.6725,6.50904,Epithelial cells
9.12831,6.99181,Epithelial cells
7.65353,6.05012,Epithelial cells
8.67082,3.79584,Epithelial cells
8.57649,8.89604,Epithelial cells
9.53806,8.27559,Epithelial cells
9.50509,8.88934,Epithelial cells
9.30399,2.19776,Epithelial cells
3.96953,3.99799,Epithelial cells
4.84535,4.39125,Epithelial cells
7.41466,8.60154,Epithelial cells
8.59492,7.61577,Epithelial cells
9.41997,2.98617,Epithelial cells
3.82367,3.79524,Epithelial cells
10.1192,5.40301,Epithelial cells
8.2626,4.71992,Epithelial cells
7.18379,4.88205,Epithelial cells
10.74707,6.90914,Epithelial cells
9.85349,6.29335,Epithelial cells
7.16622,9.36754,Epithelial cells
9.35442,4.71271,Epithelial cells
10.63984,5.53176,Epithelial cells
8.26598,5.93629,Epithelial cells
7.12424,6.87159,Epithelial cells
8.08871,5.89458,Epithelial cells
5.61449,0.75172,Epithelial cells
9.98743,4.94249,Epithelial cells
8.78637,6.07163,Epithelial cells
7.50233,6.47738,Epithelial cells
8.90255,4.35726,Epithelial cells
6.7785,7.26793,Epithelial cells
9.96447,7.55802,Epithelial cells
9.26275,7.96431,Epithelial cells
7.18094,7.14239,Epithelial cells
8.49356,6.93143,Epithelial cells
3.81968,3.72557,Epithelial cells
7.43873,6.14593,Epithelial cells
8.34608,9.42976,Epithelial cells
9.05167,5.81583,Epithelial cells
5.03175,7.17218,Epithelial cells
8.6815,8.29149,Epithelial cells
8.97835,9.18538,Epithelial cells
8.01901,8.93307,Epithelial cells
6.8932,7.32155,Epithelial cells
8.97676,8.80702,Epithelial cells
7.70972,8.29434,Epithelial cells
8.92538,2.86359,Epithelial cells
7.28,6.84171,Epithelial cells
9.08819,6.66601,Epithelial cells
7.87287,4.93707,Epithelial cells
7.75115,5.82489,Epithelial cells
6.20374,5.53522,Epithelial cells
8.69022,8.5921,Epithelial cells
8.66351,8.47298,Epithelial cells
7.38647,7.45024,Epithelial cells
8.68407,8.47678,Epithelial cells
9.51825,7.88024,Epithelial cells
9.06981,9.53987,Epithelial cells
9.11296,3.54638,Epithelial cells
9.43005,6.49541,Epithelial cells
9.72766,8.15429,Epithelial cells
5.20371,8.47438,Epithelial cells
5.9555,1.51708,Epithelial cells
8.7347,8.79957,Epithelial cells
10.18973,7.67091,Epithelial cells
9.15335,6.6598,Epithelial cells
9.39788,4.16798,Epithelial cells
8.29204,8.45428,Epithelial cells
3.92357,5.02743,Epithelial cells
10.48898,9.02137,Epithelial cells
7.97522,10.18,Epithelial cells
5.92171,8.53098,Epithelial cells
9.54251,7.36526,Epithelial cells
10.22054,7.68326,Epithelial cells
8.11458,6.69409,Epithelial cells
4.54361,4.65484,Epithelial cells
8.82199,2.89019,Epithelial cells
8.97575,3.09757,Epithelial cells
8.05903,5.82892,Epithelial cells
6.56018,7.6207,Epithelial cells
7.28054,6.94551,Epithelial cells
7.55894,5.93609,Epithelial cells
