x,y,cell_type
6.67294,7.86513,Epithelial cells
10.13511,4.80504,Epithelial cells
7.82949,4.73438,Epithelial cells
8.95335,5.84142,Epithelial cells
9.37709,6.04008,Epithelial cells
7.7287,5.21923,Epithelial cells
10.28689,8.35688,Epithelial cells
8.44917,3.11378,Epithelial cells
6.90137,9.12429,Epithelial cells
9.55991,6.83923,Epithelial cells
8.57977,7.94692,Epithelial cells
9.86299,7.76872,Epithelial cells
9.7121,5.26119,Epithelial cells
10.08157,5.89375,Epithelial cells
6.84026,8.93606,Epithelial cells
8.85983,8.6367,Epithelial cells
8.82407,2.44059,Epithelial cells
7.45592,4.48294,Epithelial cells
9.18746,6.47173,Epithelial cells
8.3028,8.43893,Epithelial cells
6.54462,8.17714,Epithelial cells
6.03174,7.74834,Epithelial cells
9.95321,7.59627,Epithelial cells
7.7896,5.19252,Epithelial cells
4.37807,9.35437,Epithelial cells
6.19527,7.75197,Epithelial cells
6.86242,8.40539,Epithelial cells
8.97907,10.27551,Epithelial cells
9.38548,9.46192,Epithelial cells
9.01449,3.90833,Epithelial cells
7.02331,3.49679,Epithelial cells
8.45879,8.28874,Epithelial cells
9.40214,8.00312,Epithelial cells
8.90476,7.63601,Epithelial cells
7.88059,7.1985,Epithelial cells
7.62491,6.26164,Epithelial cells
10.48719,6.52613,Epithelial cells
7.21576,6.14805,Epithelial cells
7.02504,5.16712,Epithelial cells
8.2339,5.28182,Epithelial cells
8.74803,6.65407,Epithelial cells
9.05342,9.82619,Epithelial cells
8.70161,5.25781,Epithelial cells
7.70131,8.47152,Epithelial cells
8.77602,2.99356,Epithelial cells
9.23664,5.638,Epithelial cells
8.79327,10.05757,Epithelial cells
10.22473,3.67519,Epithelial cells
5.50981,8.86321,Epithelial cells
7.45984,5.89685,Epithelial cells
9.74058,7.74101,Epithelial cells
7.76904,8.45696,Epithelial cells
10.03037,7.33226,Epithelial cells
8.69703,6.84089,Epithelial cells
8.79859,8.52117,Epithelial cells
9.04242,7.85396,Epithelial cells
7.04243,2.55006,Epithelial cells
9.57504,7.4056,Epithelial cells
9.88754,3.14362,Epithelial cells
7.65367,3.09756,Epithelial cells
9.72654,9.38226,Epithelial cells
8.821,8.43924,Epithelial cells
10.0302,5.06225,Epithelial cells
6.43287,5.03447,Epithelial cells
6.68641,3.51991,Epithelial cells
8.28255,1.74279,Epithelial cells
9.61815,5.47508,Epithelial cells
7.05505,3.83566,Epithelial cells
7.74045,7.15758,Epithelial cells
10.07011,4.42234,Epithelial cells
10.01972,3.50115,Epithelial cells
8.2829,8.80342,Epithelial cells
10.34614,7.05956,Epithelial cells
9.87234,8.54185,Epithelial cells
9.03479,1.67897,Epithelial cells
7.42594,1.35284,Epithelial cells
9.86083,7.82025,Epithelial cells
4.70115,8.19042,Epithelial cells
7.47271,5.50763,Epithelial cells
8.25674,2.98715,Epithelial cells
8.70401,7.58064,Epithelial cells
9.56662,7.25016,Epithelial cells
8.13485,8.39142,Epithelial cells
4.55406,8.08122,Epithelial cells
8.77275,7.84293,Epithelial cells
8.54985,9.54516,Epithelial cells
3.23279,8.46885,Epithelial cells
7.06769,4.85185,Epithelial cells
5.21759,10.62595,Epithelial cells
0.35429,17.13529,Epithelial cells
9.07498,4.98096,Epithelial cells
-1.24647,16.41847,Epithelial cells
8.98801,9.11869,Epithelial cells
7.27329,7.87966,Epithelial cells
7.52358,4.06077,Epithelial cells
9.81,3.06853,Epithelial cells
6.42655,3.69313,Epithelial cells
8.06762,9.09871,Epithelial cells
8.25769,8.76455,Epithelial cells
8.86347,5.66413,Epithelial cells
8.33868,5.84464,Epithelial cells
7.60199,3.30143,Epithelial cells
2.36746,9.09686,Epithelial cells
8.82504,7.61452,Epithelial cells
7.12059,8.51605,Epithelial cells
9.42127,9.83733,Epithelial cells
5.09028,3.01176,Epithelial cells
8.69697,7.86141,Epithelial cells
10.31227,6.69753,Epithelial cells
8.17242,8.10287,Epithelial cells
10.51213,5.43564,Epithelial cells
9.71451,9.4163,Epithelial cells
10.03517,7.78024,Epithelial cells
9.44324,4.11374,Epithelial cells
7.17247,4.99718,Epithelial cells
10.42615,8.02797,Epithelial cells
8.92035,7.98097,Epithelial cells
5.29111,9.18976,Epithelial cells
9.80527,8.72731,Epithelial cells
4.27558,7.14445,Epithelial cells
7.44045,8.43021,Epithelial cells
5.08131,5.08126,Epithelial cells
7.61616,8.20165,Epithelial cells
10.06094,5.41309,Epithelial cells
8.58934,5.20379,Epithelial cells
9.4508,7.75566,Epithelial cells
7.49827,3.62964,Epithelial cells
8.33698,1.10181,Epithelial cells
7.06281,4.75319,Epithelial cells
8.88802,8.27301,Epithelial cells
6.69566,6.38528,Epithelial cells
5.52213,4.79085,Epithelial cells
8.754,7.56063,Epithelial cells
7.9254,7.85596,Epithelial cells
6.83308,2.85789,Epithelial cells
9.48036,5.43537,Epithelial cells
10.22417,6.95232,Epithelial cells
9.27899,6.35393,Epithelial cells
4.96262,8.63517,Epithelial cells
8.95262,8.80171,Epithelial cells
9.6818,5.95934,Epithelial cells
7.15741,2.32408,Epithelial cells
8.10131,1.43025,Epithelial cells
4.5934,7.01673,Epithelial cells
9.50818,7.28805,Epithelial cells
5.07877,4.83243,Epithelial cells
8.86127,7.52886,Epithelial cells
9.07095,6.98434,Epithelial cells
10.21369,8.22783,Epithelial cells
10.43543,6.91359,Epithelial cells
7.54852,7.45813,Epithelial cells
7.60872,8.05313,Epithelial cells
9.47218,7.05332,Epithelial cells
10.21933,7.03878,Epithelial cells
7.89713,8.20566,Epithelial cells
7.24728,2.51098,Epithelial cells
9.54535,6.81814,Epithelial cells
8.79891,6.02986,Epithelial cells
9.94778,6.73101,Epithelial cells
7.34407,9.10581,Epithelial cells
2.91443,6.3759,Epithelial cells
8.26962,5.8723,Epithelial cells
9.28888,9.17589,Epithelial cells
8.60919,9.01609,Epithelial cells
5.65924,3.64997,Epithelial cells
8.0198,7.96794,Epithelial cells
6.88025,7.41398,Epithelial cells
5.92087,3.54945,Epithelial cells
8.90738,9.30821,Epithelial cells
6.37013,4.47722,Epithelial cells
6.23838,7.21933,Epithelial cells
8.22,9.67797,Epithelial cells
9.04045,5.72248,Epithelial cells
6.20717,3.87197,Epithelial cells
6.9178,5.67989,Epithelial cells
9.97438,4.51231,Epithelial cells
7.97286,8.35102,Epithelial cells
8.39303,8.36622,Epithelial cells
7.9511,9.51733,Epithelial cells
9.33602,4.03994,Epithelial cells
9.31616,4.31304,Epithelial cells
7.34449,1.8236,Epithelial cells
8.62183,9.64393,Epithelial cells
9.20772,7.48663,Epithelial cells
7.81593,1.67986,Epithelial cells
8.87088,7.85771,Epithelial cells
8.55293,6.33226,Epithelial cells
7.67695,8.32291,Epithelial cells
7.46448,9.05517,Epithelial cells
9.5357,3.69442,Epithelial cells
7.31253,4.16547,Epithelial cells
8.89989,6.87951,Epithelial cells
10.15989,6.10228,Epithelial cells
8.62151,1.35339,Epithelial cells
8.2643,1.78019,Epithelial cells
10.44753,7.4625,Epithelial cells
8.71097,8.46103,Epithelial cells
9.69017,3.59091,Epithelial cells
6.66307,3.13959,Epithelial cells
6.26162,2.80325,Epithelial cells
8.83512,1.35372,Epithelial cells
9.50568,3.62169,Epithelial cells
8.54355,5.78333,Epithelial cells
7.29885,9.29264,Epithelial cells
8.74699,6.30493,Epithelial cells
9.29968,5.28043,Epithelial cells
8.56851,8.8532,Epithelial cells
10.46429,7.24694,Epithelial cells
9.21912,7.49136,Epithelial cells
8.59085,8.2304,Epithelial cells
8.99365,7.35373,Epithelial cells
6.64414,8.26873,Epithelial cells
6.42158,0.86303,Epithelial cells
6.46505,1.22475,Epithelial cells
6.63909,1.44734,Epithelial cells
9.55087,5.76929,Epithelial cells
9.66779,7.43578,Epithelial cells
8.562,6.5101,Epithelial cells
7.14059,8.07665,Epithelial cells
7.18258,2.72961,Epithelial cells
6.67771,9.36037,Epithelial cells
10.09562,5.82819,Epithelial cells
9.69875,7.33917,Epithelial cells
10.50636,6.93576,Epithelial cells
7.13328,3.19991,Epithelial cells
9.78784,5.48462,Epithelial cells
-0.01754,16.45616,Epithelial cells
9.16388,3.65411,Epithelial cells
9.1319,5.8402,Epithelial cells
7.69232,8.32468,Epithelial cells
8.26819,3.39316,Epithelial cells
6.53566,4.39106,Epithelial cells
8.79187,6.92373,Epithelial cells
9.97296,8.71011,Epithelial cells
8.91368,7.35818,Epithelial cells
9.67039,8.21851,Epithelial cells
9.91035,8.57816,Epithelial cells
9.2061,8.06606,Epithelial cells
6.02259,4.25878,Epithelial cells
10.30207,5.30736,Epithelial cells
9.02333,5.25327,Epithelial cells
9.78568,5.98431,Epithelial cells
10.5635,6.46468,Epithelial cells
8.30456,6.50965,Epithelial cells
7.23264,7.03264,Epithelial cells
9.58173,8.60389,Epithelial cells
6.3272,2.60881,Epithelial cells
8.45926,6.06777,Epithelial cells
10.46606,5.33551,Epithelial cells
5.51826,1.68964,Epithelial cells
10.3148,7.89336,Epithelial cells
9.61592,8.32744,Epithelial cells
7.45959,7.40337,Epithelial cells
9.08685,4.40866,Epithelial cells
7.78505,3.4835,Epithelial cells
6.98448,7.56855,Epithelial cells
6.75765,5.30853,Epithelial cells
8.02272,5.77454,Epithelial cells
6.47784,6.98241,Epithelial cells
9.02101,8.52589,Epithelial cells
9.18772,7.76469,Epithelial cells
8.54003,5.26828,Epithelial cells
9.93337,7.86216,Epithelial cells
7.62236,7.77664,Epithelial cells
10.18298,8.5791,Epithelial cells
9.68769,8.53073,Epithelial cells
10.47835,7.19477,Epithelial cells
9.68058,9.44882,Epithelial cells
5.91703,0.46446,Epithelial cells
5.10324,5.10514,Epithelial cells
3.62912,6.52028,Epithelial cells
7.64617,4.66694,Epithelial cells
10.21746,8.67122,Epithelial cells
4.68795,8.82601,Epithelial cells
6.06426,10.31653,Epithelial cells
7.556,7.72383,Epithelial cells
-0.81532,17.07629,Epithelial cells
6.87326,8.49308,Epithelial cells
4.58781,7.19831,Epithelial cells
6.7917,5.60591,Epithelial cells
7.76766,7.91212,Epithelial cells
10.0994,6.25514,Epithelial cells
7.56961,4.15706,Epithelial cells
8.98071,6.01125,Epithelial cells
8.40562,7.08037,Epithelial cells
9.39351,6.16495,Epithelial cells
3.41446,7.98784,Epithelial cells
8.39424,6.98173,Epithelial cells
8.80925,4.36084,Epithelial cells
7.56415,4.83029,Epithelial cells
7.70211,9.26805,Epithelial cells
8.17801,2.9438,Epithelial cells
9.10329,7.49516,Epithelial cells
9.16292,4.67019,Epithelial cells
3.69484,6.3326,Epithelial cells
10.26783,6.18859,Epithelial cells
8.43201,7.67943,Epithelial cells
6.12254,8.35773,Epithelial cells
7.98709,10.57216,Epithelial cells
4.24927,8.56605,Epithelial cells
7.53958,9.53649,Epithelial cells
7.80572,3.97684,Epithelial cells
6.16714,9.35057,Epithelial cells
6.77596,7.40378,Epithelial cells
7.54892,2.36232,Epithelial cells
8.74883,6.89323,Epithelial cells
9.90191,6.13649,Epithelial cells
8.54762,9.35848,Epithelial cells
-0.82915,9.72504,Epithelial cells
1.41355,16.16939,Epithelial cells
9.39862,6.94866,Epithelial cells
8.23572,4.78727,Epithelial cells
3.56282,8.28052,Epithelial cells
9.81384,8.04618,Epithelial cells
6.93043,5.9908,Epithelial cells
8.93872,5.50117,Epithelial cells
7.06855,2.25295,Epithelial cells
8.93256,6.44068,Epithelial cells
5.27636,3.67283,Epithelial cells
8.93542,7.29599,Epithelial cells
8.73775,7.14434,Epithelial cells
9.62786,4.42814,Epithelial cells
7.878,10.07502,Epithelial cells
8.82753,4.72664,Epithelial cells
9.52915,6.67988,Epithelial cells
8.6094,8.65984,Epithelial cells
7.07316,2.96848,Epithelial cells
8.39636,4.77912,Epithelial cells
9.99086,7.72351,Epithelial cells
9.21271,6.07335,Epithelial cells
6.73424,1.34055,Epithelial cells
9.02484,4.04119,Epithelial cells
9.68866,2.81193,Epithelial cells
2.8438,8.04382,Epithelial cells
10.24173,7.43779,Epithelial cells
7.80721,7.68662,Epithelial cells
6.8441,2.50626,Epithelial cells
10.45041,7.47767,Epithelial cells
8.40875,7.53328,Epithelial cells
7.84612,9.90729,Epithelial cells
7.17326,6.4032,Epithelial cells
10.46476,7.80661,Epithelial cells
6.63598,2.61506,Epithelial cells
9.02817,6.37094,Epithelial cells
8.07917,7.64203,Epithelial cells
9.63138,8.12983,Epithelial cells
8.10226,7.32506,Epithelial cells
9.29021,4.95444,Epithelial cells
8.87684,3.81965,Epithelial cells
9.31392,7.26413,Epithelial cells
8.5811,8.23133,Epithelial cells
3.80277,7.88721,Epithelial cells
7.58964,4.07578,Epithelial cells
5.24914,1.89481,Epithelial cells
6.91844,5.26468,Epithelial cells
6.81695,3.52864,Epithelial cells
8.1387,9.84977,Epithelial cells
7.08027,3.50412,Epithelial cells
10.42317,7.0985,Epithelial cells
8.30224,7.68964,Epithelial cells
10.51502,6.90238,Epithelial cells
5.51969,10.84486,Epithelial cells
10.44688,5.70559,Epithelial cells
7.71275,6.82286,Epithelial cells
8.80958,1.31472,Epithelial cells
7.31326,3.00691,Epithelial cells
6.42044,1.93965,Epithelial cells
8.50278,9.89923,Epithelial cells
7.55626,7.29464,Epithelial cells
7.13605,10.36076,Epithelial cells
9.60138,4.76779,Epithelial cells
9.33531,7.14796,Epithelial cells
9.09156,5.59849,Epithelial cells
7.60615,10.68724,Epithelial cells
7.6438,8.72828,Epithelial cells
8.06797,5.93801,Epithelial cells
8.44907,5.39768,Epithelial cells
9.05898,6.47483,Epithelial cells
5.56073,9.9812,Epithelial cells
10.2715,4.35506,Epithelial cells
10.03084,7.7554,Epithelial cells
9.75024,7.88956,Epithelial cells
5.25911,7.20587,Epithelial cells
9.99524,7.15585,Epithelial cells
8.91168,6.75283,Epithelial cells
8.42546,9.52015,Epithelial cells
8.5963,7.5688,Epithelial cells
5.21691,2.92018,Epithelial cells
3.20476,7.24923,Epithelial cells
10.66692,5.61811,Epithelial cells
6.90949,8.95963,Epithelial cells
9.99544,5.36823,Epithelial cells
7.18489,4.2441,Epithelial cells
6.04594,5.32086,Epithelial cells
8.63362,4.68335,Epithelial cells
8.13219,5.05228,Epithelial cells
7.22839,7.39144,Epithelial cells
8.45571,7.05489,Epithelial cells
8.67197,3.97469,Epithelial cells
8.13296,9.96648,Epithelial cells
10.4525,5.43953,Epithelial cells
7.46619,1.87888,Epithelial cells
7.75306,10.4035,Epithelial cells
8.66747,6.63004,Epithelial cells
9.2461,4.6732,Epithelial cells
9.52398,4.7277,Epithelial cells
5.57203,5.81764,Epithelial cells
10.74295,7.45831,Epithelial cells
7.38528,5.61171,Epithelial cells
3.37713,8.12812,Epithelial cells
8.59131,10.40784,Epithelial cells
9.07014,5.31101,Epithelial cells
8.61148,4.45669,Epithelial cells
10.1304,8.05604,Epithelial cells
8.81654,7.30913,Epithelial cells
8.1397,3.48444,Epithelial cells
5.08567,7.59416,Epithelial cells
6.40011,5.68736,Epithelial cells
8.40816,8.05962,Epithelial cells
5.81164,5.72227,Epithelial cells
9.24324,6.0267,Epithelial cells
2.62962,8.93944,Epithelial cells
9.22067,3.46656,Epithelial cells
8.79103,7.26236,Epithelial cells
7.1316,7.41504,Epithelial cells
9.34481,5.14948,Epithelial cells
6.77937,6.94244,Epithelial cells
9.63062,9.41248,Epithelial cells
6.53541,7.15451,Epithelial cells
10.24166,7.25647,Epithelial cells
9.16885,8.73611,Epithelial cells
9.05311,8.07043,Epithelial cells
6.45925,2.8505,Epithelial cells
9.04516,9.76003,Epithelial cells
7.42209,8.12696,Epithelial cells
7.82511,9.52216,Epithelial cells
8.42149,5.65805,Epithelial cells
9.43331,3.87032,Epithelial cells
9.62714,3.47675,Epithelial cells
3.3739,6.05182,Epithelial cells
9.2425,9.35268,Epithelial cells
4.67564,8.59496,Epithelial cells
9.53987,8.91698,Epithelial cells
6.8367,2.03981,Epithelial cells
9.33017,6.19206,Epithelial cells
8.36622,8.79735,Epithelial cells
9.81867,8.0297,Epithelial cells
9.77057,8.79058,Epithelial cells
7.2594,2.32797,Epithelial cells
9.16768,2.887,Epithelial cells
5.83915,1.18919,Epithelial cells
7.79319,7.85173,Epithelial cells
8.92912,5.65007,Epithelial cells
8.54969,7.3551,Epithelial cells
6.66111,3.10108,Epithelial cells
5.41475,9.6108,Epithelial cells
9.34681,8.67636,Epithelial cells
10.02395,5.02857,Epithelial cells
5.39968,1.09599,Epithelial cells
7.85458,4.57853,Epithelial cells
10.53961,8.03811,Epithelial cells
9.02294,8.59511,Epithelial cells
9.1541,3.6442,Epithelial cells
9.26472,8.83686,Epithelial cells
5.82957,4.97462,Epithelial cells
9.03077,6.7924,Epithelial cells
8.40167,9.94277,Epithelial cells
3.38684,5.97932,Epithelial cells
6.52307,2.78002,Epithelial cells
8.50461,9.14495,Epithelial cells
5.87898,3.90054,Epithelial cells
9.29519,8.42251,Epithelial cells
7.41287,10.63724,Epithelial cells
8.13396,9.47055,Epithelial cells
10.2243,7.29933,Epithelial cells
3.23424,8.17564,Epithelial cells
10.551,4.32862,Epithelial cells
9.78596,2.48776,Epithelial cells
-1.16674,10.36898,Epithelial cells
7.36656,2.00584,Epithelial cells
8.1019,9.69543,Epithelial cells
9.16312,5.42798,Epithelial cells
9.48547,6.59248,Epithelial cells
5.44702,1.99442,Epithelial cells
9.28196,7.35421,Epithelial cells
8.68091,9.49615,Epithelial cells
8.2186,1.42543,Epithelial cells
5.7561,4.76077,Epithelial cells
9.79525,9.01093,Epithelial cells
9.42571,6.78351,Epithelial cells
5.57826,9.22727,Epithelial cells
8.69459,8.78395,Epithelial cells
9.2133,3.23579,Epithelial cells
10.28668,6.03986,Epithelial cells
6.4929,4.75138,Epithelial cells
7.57574,9.28242,Epithelial cells
9.54407,6.01548,Epithelial cells
8.37968,8.46766,Epithelial cells
6.38844,2.28782,Epithelial cells
5.55142,4.1699,Epithelial cells
6.83804,3.05203,Epithelial cells
6.31526,5.20885,Epithelial cells
5.9075,5.95137,Epithelial cells
7.44512,3.99008,Epithelial cells
9.38925,3.83088,Epithelial cells
8.93112,6.7665,Epithelial cells
8.53987,7.92429,Epithelial cells
10.236,8.15627,Epithelial cells
6.14773,6.74911,Epithelial cells
9.28629,9.02552,Epithelial cells
9.23733,7.21479,Epithelial cells
6.37055,3.47028,Epithelial cells
5.76628,2.00183,Epithelial cells
8.90466,3.79184,Epithelial cells
8.68,8.06617,Epithelial cells
8.0271,6.22836,Epithelial cells
9.69306,7.48007,Epithelial cells
8.16799,6.25017,Epithelial cells
9.6704,5.95294,Epithelial cells
8.40831,8.82598,Epithelial cells
8.68163,6.34128,Epithelial cells
3.25888,8.2816,Epithelial cells
9.48581,2.49594,Epithelial cells
7.92066,1.66765,Epithelial cells
8.41881,3.11988,Epithelial cells
7.2145,3.57726,Epithelial cells
7.93524,7.84465,Epithelial cells
9.31136,5.44908,Epithelial cells
6.41443,3.21171,Epithelial cells
10.28258,7.63715,Epithelial cells
4.39631,7.22751,Epithelial cells
9.06872,4.95414,Epithelial cells
9.17625,7.46681,Epithelial cells
7.75955,8.28053,Epithelial cells
8.03819,9.96216,Epithelial cells
8.84563,1.61527,Epithelial cells
7.45986,6.88081,Epithelial cells
3.36075,8.01404,Epithelial cells
8.0163,9.33874,Epithelial cells
8.30014,7.14854,Epithelial cells
7.72553,7.02071,Epithelial cells
7.00515,6.23337,Epithelial cells
9.52728,8.36265,Epithelial cells
7.93115,4.94455,Epithelial cells
7.72461,9.17028,Epithelial cells
10.40878,6.97721,Epithelial cells
6.91155,3.07387,Epithelial cells
10.53116,6.0974,Epithelial cells
9.38715,8.94383,Epithelial cells
5.60699,10.75058,Epithelial cells
9.2325,8.80688,Epithelial cells
8.26277,9.79687,Epithelial cells
8.8362,1.33505,Epithelial cells
4.28157,5.43512,Epithelial cells
8.4024,8.17156,Epithelial cells
7.75653,8.00026,Epithelial cells
7.68286,2.92432,Epithelial cells
7.10727,3.30334,Epithelial cells
10.24764,7.46276,Epithelial cells
9.65088,5.62974,Epithelial cells
8.84712,8.8201,Epithelial cells
8.33765,7.61218,Epithelial cells
6.02394,4.57434,Epithelial cells
8.52678,6.59704,Epithelial cells
8.24194,9.36955,Epithelial cells
8.6976,7.90848,Epithelial cells
8.21615,7.30318,Epithelial cells
8.67093,7.4484,Epithelial cells
10.118,8.64112,Epithelial cells
5.59368,5.30817,Epithelial cells
9.20245,5.91843,Epithelial cells
7.95469,2.89042,Epithelial cells
8.71855,6.63715,Epithelial cells
6.95613,2.68205,Epithelial cells
6.81036,7.45211,Epithelial cells
5.82911,9.58724,Epithelial cells
8.7318,4.67213,Epithelial cells
3.95234,8.09728,Epithelial cells
9.34534,6.31619,Epithelial cells
7.97731,7.74169,Epithelial cells
8.19412,1.55278,Epithelial cells
8.20849,4.7486,Epithelial cells
6.72943,3.19137,Epithelial cells
6.88397,2.92531,Epithelial cells
5.62802,3.21493,Epithelial cells
8.8126,4.25672,Epithelial cells
5.43079,4.79356,Epithelial cells
9.8993,5.03524,Epithelial cells
9.5416,8.30137,Epithelial cells
10.49233,6.20445,Epithelial cells
8.42688,6.53852,Epithelial cells
9.88744,6.9656,Epithelial cells
5.66703,4.71841,Epithelial cells
9.68271,8.53074,Epithelial cells
8.13902,4.72539,Epithelial cells
7.11768,7.81864,Epithelial cells
9.95918,8.47879,Epithelial cells
9.11798,7.25055,Epithelial cells
6.93095,7.89527,Epithelial cells
6.65696,3.57238,Epithelial cells
6.7175,1.85337,Epithelial cells
9.41861,9.26504,Epithelial cells
7.48338,9.28104,Epithelial cells
8.13247,3.32059,Epithelial cells
10.21364,7.6307,Epithelial cells
5.15819,3.18824,Epithelial cells
9.43563,5.76462,Epithelial cells
9.70082,3.44127,Epithelial cells
10.13768,5.34911,Epithelial cells
6.35658,3.71678,Epithelial cells
6.33387,3.13272,Epithelial cells
5.6121,3.95539,Epithelial cells
6.92495,3.18109,Epithelial cells
9.05494,1.42234,Epithelial cells
10.36566,7.39866,Epithelial cells
9.59374,8.34044,Epithelial cells
7.33328,3.44729,Epithelial cells
7.50755,8.09042,Epithelial cells
6.98482,1.61456,Epithelial cells
9.71054,8.00391,Epithelial cells
6.62732,5.24115,Epithelial cells
9.4074,7.60864,Epithelial cells
5.91702,8.03625,Epithelial cells
9.18009,7.49556,Epithelial cells
8.10036,3.53923,Epithelial cells
9.27104,2.64097,Epithelial cells
8.40963,8.26064,Epithelial cells
8.85657,4.12693,Epithelial cells
5.83211,2.42212,Epithelial cells
10.80859,5.88063,Epithelial cells
9.20262,7.23418,Epithelial cells
6.60115,8.87728,Epithelial cells
9.9963,6.20497,Epithelial cells
8.61741,5.52852,Epithelial cells
8.78857,8.08207,Epithelial cells
6.20966,4.13274,Epithelial cells
8.40249,8.04316,Epithelial cells
5.36443,5.11586,Epithelial cells
4.26334,4.56499,Epithelial cells
9.71863,6.72197,Epithelial cells
8.56282,9.7825,Epithelial cells
9.32833,7.97256,Epithelial cells
7.5684,9.1295,Epithelial cells
6.73799,5.12574,Epithelial cells
8.84135,7.45643,Epithelial cells
7.38659,7.67058,Epithelial cells
8.27861,5.0012,Epithelial cells
9.57528,4.72163,Epithelial cells
5.94697,10.79607,Epithelial cells
7.73221,4.92232,Epithelial cells
9.43648,4.12503,Epithelial cells
7.438,8.86209,Epithelial cells
7.53019,4.76146,Epithelial cells
8.6223,7.69912,Epithelial cells
3.03552,7.5064,Epithelial cells
8.36055,7.46156,Epithelial cells
9.93086,8.80064,Epithelial cells
9.24612,4.38638,Epithelial cells
9.50419,6.76742,Epithelial cells
8.89324,9.72529,Epithelial cells
8.14937,1.93097,Epithelial cells
9.46392,5.63576,Epithelial cells
10.11773,8.40197,Epithelial cells
7.30678,9.26541,Epithelial cells
7.44905,1.45252,Epithelial cells
9.9041,8.16804,Epithelial cells
9.57265,6.54728,Epithelial cells
6.21581,3.39656,Epithelial cells
6.54395,2.45876,Epithelial cells
8.56615,6.01591,Epithelial cells
7.99003,7.59207,Epithelial cells
8.01912,10.42408,Epithelial cells
7.24662,3.54685,Epithelial cells
4.88976,4.7364,Epithelial cells
9.64259,7.05284,Epithelial cells
5.65502,4.455,Epithelial cells
8.35287,8.41591,Epithelial cells
10.25678,7.60228,Epithelial cells
8.41705,6.75031,Epithelial cells
9.92924,7.9755,Epithelial cells
8.91982,6.48025,Epithelial cells
8.0439,7.07223,Epithelial cells
9.78836,6.32547,Epithelial cells
9.11179,6.84384,Epithelial cells
10.42423,7.34783,Epithelial cells
6.9167,2.56925,Epithelial cells
8.24586,5.17867,Epithelial cells
6.30103,6.85807,Epithelial cells
7.35193,1.53616,Epithelial cells
8.615,7.7033,Epithelial cells
6.67702,6.38413,Epithelial cells
7.87658,6.25311,Epithelial cells
5.76069,5.51008,Epithelial cells
6.88384,2.21665,Epithelial cells
8.62883,8.51301,Epithelial cells
8.36257,8.57055,Epithelial cells
9.51282,8.71665,Epithelial cells
8.19651,4.34497,Epithelial cells
4.9725,4.99924,Epithelial cells
7.23593,8.18751,Epithelial cells
6.61681,7.82389,Epithelial cells
9.87561,5.93177,Epithelial cells
5.5779,2.43308,Epithelial cells
-0.75633,16.5403,Epithelial cells
5.75697,4.76336,Epithelial cells
9.65761,7.73722,Epithelial cells
8.4537,6.92127,Epithelial cells
7.20896,3.86279,Epithelial cells
9.29827,2.8675,Epithelial cells
5.9634,1.06216,Epithelial cells
8.04994,7.52607,Epithelial cells
3.82384,8.2848,Epithelial cells
6.64931,3.77969,Epithelial cells
7.89258,7.99522,Epithelial cells
5.63763,5.16407,Epithelial cells
7.89463,6.7187,Epithelial cells
9.75598,6.74456,Epithelial cells
2.69465,8.21142,Epithelial cells
9.06246,4.8173,Epithelial cells
6.59946,3.73626,Epithelial cells
5.97161,6.12264,Epithelial cells
7.29241,1.47936,Epithelial cells
5.5256,10.3143,Epithelial cells
7.84798,9.32418,Epithelial cells
8.27136,3.18221,Epithelial cells
8.71771,2.87208,Epithelial cells
6.49874,8.46816,Epithelial cells
9.01629,6.90704,Epithelial cells
8.66114,7.84494,Epithelial cells
6.38872,3.84784,Epithelial cells
8.90527,6.13426,Epithelial cells
7.59985,7.67038,Epithelial cells
8.11578,8.92321,Epithelial cells
3.95482,8.18105,Epithelial cells
8.88811,9.06398,Epithelial cells
9.25927,7.79438,Epithelial cells
7.04567,6.29426,Epithelial cells
8.94597,3.15361,Epithelial cells
7.11638,5.56677,Epithelial cells
8.46982,1.18039,Epithelial cells
9.05986,5.49338,Epithelial cells
8.56485,8.67983,Epithelial cells
8.30751,7.72878,Epithelial cells
4.65614,7.35257,Epithelial cells
8.33246,9.10392,Epithelial cells
10.53892,7.07673,Epithelial cells
8.60489,7.93806,Epithelial cells
8.84972,5.94984,Epithelial cells
9.07971,8.59863,Epithelial cells
6.70574,6.30144,Epithelial cells
9.4012,3.59117,Epithelial cells
8.56303,9.43767,Epithelial cells
10.14135,6.6627,Epithelial cells
7.68138,1.85781,Epithelial cells
9.03142,5.78976,Epithelial cells
10.11044,6.30139,Epithelial cells
7.61949,7.81564,Epithelial cells
7.72342,8.43474,Epithelial cells
6.95283,6.1109,Epithelial cells
5.92624,3.41052,Epithelial cells
10.13818,6.80482,Epithelial cells
6.48619,8.8801,Epithelial cells
8.82879,8.35037,Epithelial cells
9.25022,6.78285,Epithelial cells
9.73052,3.54736,Epithelial cells
9.71865,8.84151,Epithelial cells
7.57369,8.39087,Epithelial cells
9.12675,4.42301,Epithelial cells
8.77272,7.33464,Epithelial cells
7.2948,3.54439,Epithelial cells
10.05268,8.70067,Epithelial cells
6.62412,4.73424,Epithelial cells
10.91774,6.32385,Epithelial cells
10.45296,7.31309,Epithelial cells
8.34746,6.81927,Epithelial cells
6.557,3.71679,Epithelial cells
9.81513,6.78535,Epithelial cells
